# timestamp;hostname;version;nRanks;rankNo;durationAssembleBoundaryConditions;n;durationComputeMappingBetweenMeshes;n;durationInitCellml;n;durationMap;n;durationMapFinalize;n;durationMapPrepare;n;durationParaview1D;n;durationParaview1DInit;n;durationParaview1DReduction;n;durationParaview1DWrite;n;durationParaview2D;n;durationParaview2D3DInit;n;durationParaview3D;n;durationParaview3DInit;n;durationParaview3DReduction;n;durationParaview3DWrite;n;durationParaviewOutput;n;durationReadGeometry;n;durationSetRightHandSide;n;durationSetStiffnessMatrix;n;durationSolve_activationSolver;n;durationSolve_potentialFlowSolver;n;durationWriteOutput;n;durationWriteOutputParaview;n;duration_0D;n;duration_1D;n;duration_bidomain;n;duration_subdomains_xy_init;n;duration_subdomains_z_init;n;duration_total;n;duration_total_advanceTimeSpan1;n;duration_total_advanceTimeSpan2;n;duration_total_transfer12;n;duration_total_transfer21;n;activationSolver_preconditionerType;activationSolver_solverType;currentSimulationTime;dt_0D;dt_1D;dt_3D;dt_splitting;duration_subdomains_xy_n;duration_subdomains_z_n;endTime;exit;exit_signal;implicitSolver_preconditionerType;implicitSolver_solverType;memoryData;memoryPage;memoryResidentSet;memoryVirtual;meta_partitioning;nInstancesComputedGlobally;nIterations_activationSolver;nIterations_potentialFlowSolver;potentialFlowSolver_preconditionerType;potentialFlowSolver_solverType;residualNorm_activationSolver;residualNorm_potentialFlowSolver;scenarioName;totalUsertime;~nDofs;~nDofs3Dmesh;~nDofsFiber0;~nElements;~nElements3Dmesh;~nElementsFiber0;~nNodes;~nNodes3Dmesh;~nNodesFiber0;nIterationsTotal_activationSolver;nIterationsTotal_potentialFlowSolver;
2021/1/21 23:05:47;pcsgs02;opendihu 1.2, built Jan 21 2021, C++ 201402, GCC 10.2.0;12;2;0.00342575;45;0.185555;42;0.0399145;42;0.094681;1050;0.0906618;25;0.0174159;25;26.2376;50;0.00111652;5;0.000898113;1;0.415141;25;0.0373169;50;1.08021e-05;4;0.00267235;50;0.000436625;5;8.0599e-06;1;0.0196803;25;26.2813;50;0.71066;1;3.90259e-06;45;0.0691858;45;0.0422207;25;0.00838858;1;26.2819;160;26.2818;75;131.747;666700;48.6574;300015;0.051732;25;0.141474;1;0.0677042;1;207.427;1;206.912;25;0.0961806;25;0.416306;25;0.00169578;25;none;cg;10.000000;3e-05;1e-05;0.4;3e-05;1;42;10;normal;;none;cg;113631232;4096;126459904;587755520;[2, 2, 3];42;79;320;none;gmres;0.0302084;9.36212e-10;vc-12;211.84;1481;1984;1480;1470;1481;1984;1891;320;
2021/1/21 23:05:47;pcsgs02;opendihu 1.2, built Jan 21 2021, C++ 201402, GCC 10.2.0;12;3;0.00342297;39;0.22354;36;0.0353554;36;0.0827351;900;0.0653557;25;0.0206479;25;69.2888;50;0.00108012;5;0.000894042;1;0.415125;25;0.035565;50;9.118e-06;4;0.00251113;50;0.000425673;5;8.78649e-05;1;0.0196825;25;69.3321;50;0.711239;1;3.58757e-06;39;0.0679561;39;0.0422907;25;0.00838865;1;69.3328;148;69.3326;75;95.3369;666700;41.7171;300015;0.0521656;25;0.125002;1;0.0592149;1;207.427;1;206.912;25;0.0966037;25;0.416659;25;0.0014648;25;none;cg;10.000000;3e-05;1e-05;0.4;3e-05;1;36;10;normal;;none;cg;105160704;4096;117710848;579284992;[2, 2, 3];36;79;320;none;gmres;0.0302084;9.36212e-10;vc-12;211.84;1481;1984;1480;1470;1481;1984;1891;320;
2021/1/21 23:05:47;pcsgs02;opendihu 1.2, built Jan 21 2021, C++ 201402, GCC 10.2.0;12;4;0.0034276;52;0.0861235;49;0.0471225;49;0.115088;1225;0.175287;25;0.0173406;25;0.553942;25;0.00116057;3;0.000908451;1;0.415184;25;0.000522888;25;1.114e-05;2;0.00110177;25;0.000533481;2;0.0;0;0.0;0;0.556587;25;0.709034;1;4.91121e-06;52;0.0721005;52;0.0420812;25;0.00838862;1;0.557097;149;0.55698;50;139.297;666700;55.5192;300015;0.0435184;25;0.16516;1;0.0794588;1;207.425;1;206.955;25;0.0436041;25;0.424161;25;0.00168149;25;none;cg;10.000000;3e-05;1e-05;0.4;3e-05;1;49;10;normal;;none;cg;122081280;4096;134492160;596205568;[2, 2, 3];49;79;320;none;gmres;0.0302084;9.36212e-10;vc-12;211.83;1481;1984;1481;1480;1470;1480;1481;1984;1481;1891;320;
2021/1/21 23:05:47;pcsgs02;opendihu 1.2, built Jan 21 2021, C++ 201402, GCC 10.2.0;12;5;0.0034174;45;0.127568;42;0.0396964;42;0.0949242;1050;0.155149;25;0.0178501;25;41.5549;25;0.0011133;3;0.000899553;1;0.415176;25;0.000530268;25;8.37992e-06;2;0.00124984;25;0.000445889;2;0.0;0;0.0;0;41.5577;25;0.710926;1;4.36918e-06;45;0.0691726;45;0.0420845;25;0.00838814;1;41.5582;135;41.5581;50;116.577;666700;48.5712;300015;0.0434481;25;0.140491;1;0.0670902;1;207.425;1;206.957;25;0.0435377;25;0.422836;25;0.00137398;25;none;cg;10.000000;3e-05;1e-05;0.4;3e-05;1;42;10;normal;;none;cg;110800896;4096;123256832;584925184;[2, 2, 3];42;79;320;none;gmres;0.0302084;9.36212e-10;vc-12;211.81;1481;1984;1480;1470;1481;1984;1891;320;
2021/1/21 23:05:47;pcsgs02;opendihu 1.2, built Jan 21 2021, C++ 201402, GCC 10.2.0;12;6;0.00341938;45;0.193934;42;0.0410541;42;0.094424;1050;0.0899263;25;0.0186174;25;26.2375;50;0.00112132;5;0.000904236;1;0.415147;25;0.0356559;50;1.00092e-05;4;0.00265475;50;0.000523452;5;9.033e-05;1;0.0197119;25;26.2811;50;0.710775;1;4.33333e-06;45;0.0692316;45;0.0420861;25;0.0083891;1;26.2818;160;26.2816;75;130.713;666700;48.643;300015;0.0434371;25;0.14255;1;0.0687528;1;207.427;1;206.912;25;0.0879022;25;0.424768;25;0.00172608;25;none;cg;10.000000;3e-05;1e-05;0.4;3e-05;1;42;10;normal;;none;cg;114212864;4096;127209472;588337152;[2, 2, 3];42;79;320;none;gmres;0.0302084;9.36212e-10;vc-12;211.81;1481;1984;1480;1470;1481;1984;1891;320;
2021/1/21 23:05:47;pcsgs02;opendihu 1.2, built Jan 21 2021, C++ 201402, GCC 10.2.0;12;7;0.00341249;39;0.243741;36;0.0358651;36;0.0836938;900;0.052696;25;0.0211118;25;69.2889;50;0.00108785;5;0.000902049;1;0.41513;25;0.0355309;50;8.69017e-06;4;0.00251855;50;0.000431037;5;9.17161e-05;1;0.0196881;25;69.3322;50;0.711232;1;3.84392e-06;39;0.0679886;39;0.0420781;25;0.00838865;1;69.3328;148;69.3327;75;95.1327;666700;41.6344;300015;0.0434448;25;0.125405;1;0.0596078;1;207.427;1;206.912;25;0.0879327;25;0.425357;25;0.00149872;25;none;cg;10.000000;3e-05;1e-05;0.4;3e-05;1;36;10;normal;;none;cg;105385984;4096;118738944;579510272;[2, 2, 3];36;79;320;none;gmres;0.0302084;9.36212e-10;vc-12;211.88;1481;1984;1480;1470;1481;1984;1891;320;
2021/1/21 23:05:47;pcsgs02;opendihu 1.2, built Jan 21 2021, C++ 201402, GCC 10.2.0;12;8;0.00343455;52;0.126826;49;0.0463313;49;0.112342;1225;0.138116;25;0.0171266;25;0.553905;25;0.00117029;3;0.000914965;1;0.415185;25;0.00054272;25;1.06269e-05;2;0.00108781;25;0.000536925;2;0.0;0;0.0;0;0.556541;25;0.710775;1;4.84881e-06;52;0.0720801;52;0.042105;25;0.00838875;1;0.557057;149;0.556928;50;139.291;666700;55.7766;300015;0.043078;25;0.164564;1;0.0788681;1;207.425;1;206.955;25;0.0431627;25;0.424617;25;0.00165171;25;none;cg;10.000000;3e-05;1e-05;0.4;3e-05;1;49;10;normal;;none;cg;121126912;4096;133279744;595251200;[2, 2, 3];49;79;320;none;gmres;0.0302084;9.36212e-10;vc-12;211.85;1481;1984;1481;1480;1470;1480;1481;1984;1481;1891;320;
2021/1/21 23:05:47;pcsgs02;opendihu 1.2, built Jan 21 2021, C++ 201402, GCC 10.2.0;12;9;0.00342137;45;0.163613;42;0.0394027;42;0.0944979;1050;0.121884;25;0.0177585;25;41.5536;25;0.00111854;3;0.000906311;1;0.415143;25;0.000452628;25;7.71403e-06;2;0.000903855;25;0.000445945;2;0.0;0;0.0;0;41.5557;25;0.710716;1;4.21319e-06;45;0.0691388;45;0.0420804;25;0.00838877;1;41.5562;135;41.5561;50;115.027;666700;48.6614;300015;0.0429398;25;0.140369;1;0.0669607;1;207.425;1;206.955;25;0.0430277;25;0.425361;25;0.00136515;25;none;cg;10.000000;3e-05;1e-05;0.4;3e-05;1;42;10;normal;;none;cg;111042560;4096;123633664;585166848;[2, 2, 3];42;79;320;none;gmres;0.0302084;9.36212e-10;vc-12;211.83;1481;1984;1480;1470;1481;1984;1891;320;
2021/1/21 23:05:47;pcsgs02;opendihu 1.2, built Jan 21 2021, C++ 201402, GCC 10.2.0;12;10;0.0034215;45;0.214403;42;0.0411288;42;0.0926604;1050;0.0725714;25;0.0178003;25;26.2373;50;0.00112291;5;0.00091138;1;0.415131;25;0.0356567;50;1.1428e-05;4;0.00264812;50;0.000524033;5;9.25909e-05;1;0.0196924;25;26.2791;50;0.710613;1;4.02576e-06;45;0.0692115;45;0.0421154;25;0.00838853;1;26.2797;160;26.2795;75;129.937;666700;48.5471;300015;0.0431288;25;0.14261;1;0.0688358;1;207.427;1;206.914;25;0.0856905;25;0.425231;25;0.00178448;25;none;cg;10.000000;3e-05;1e-05;0.4;3e-05;1;42;10;normal;;none;cg;113672192;4096;126980096;587796480;[2, 2, 3];42;79;320;none;gmres;0.0302084;9.36212e-10;vc-12;211.86;1481;1984;1480;1470;1481;1984;1891;320;
2021/1/21 23:05:47;pcsgs02;opendihu 1.2, built Jan 21 2021, C++ 201402, GCC 10.2.0;12;11;0.00341515;39;0.255129;36;0.0340171;36;0.0833759;900;0.0436519;25;0.0183613;25;69.2897;50;0.00109847;5;0.000909048;1;0.415363;25;0.0355868;50;1.05208e-05;4;0.00259314;50;0.000429245;5;9.27961e-05;1;0.0198474;25;69.3313;50;0.709846;1;3.71109e-06;39;0.0679831;39;0.0420877;25;0.00838924;1;69.332;148;69.3319;75;93.7372;666700;41.562;300015;0.0429476;25;0.123647;1;0.0578561;1;207.427;1;206.915;25;0.0855253;25;0.424699;25;0.00159556;25;none;cg;10.000000;3e-05;1e-05;0.4;3e-05;1;36;10;normal;;none;cg;104681472;4096;118243328;578805760;[2, 2, 3];36;79;320;none;gmres;0.0302084;9.36212e-10;vc-12;211.9;1481;1984;1480;1470;1481;1984;1891;320;
# timestamp;hostname;version;nRanks;rankNo;durationAssembleBoundaryConditions;n;durationComputeMappingBetweenMeshes;n;durationInitCellml;n;durationMap;n;durationMapFinalize;n;durationMapPrepare;n;durationParaview1D;n;durationParaview1DInit;n;durationParaview1DReduction;n;durationParaview1DWrite;n;durationParaview2D;n;durationParaview2D3DInit;n;durationParaview3D;n;durationParaview3DInit;n;durationParaview3DReduction;n;durationParaview3DWrite;n;durationParaviewOutput;n;durationReadGeometry;n;durationSetRightHandSide;n;durationSetStiffnessMatrix;n;durationSolve_activationSolver;n;durationSolve_potentialFlowSolver;n;durationWriteOutput;n;durationWriteOutputParaview;n;duration_0D;n;duration_1D;n;duration_bidomain;n;duration_subdomains_xy_init;n;duration_subdomains_z_init;n;duration_total;n;duration_total_advanceTimeSpan1;n;duration_total_advanceTimeSpan2;n;duration_total_transfer12;n;duration_total_transfer21;n;activationSolver_preconditionerType;activationSolver_solverType;currentSimulationTime;dt_0D;dt_1D;dt_3D;dt_splitting;duration_subdomains_xy_n;duration_subdomains_z_n;endTime;exit;exit_signal;implicitSolver_preconditionerType;implicitSolver_solverType;memoryData;memoryPage;memoryResidentSet;memoryVirtual;meta_partitioning;nInstancesComputedGlobally;nIterations_activationSolver;nIterations_potentialFlowSolver;potentialFlowSolver_preconditionerType;potentialFlowSolver_solverType;residualNorm_activationSolver;residualNorm_potentialFlowSolver;scenarioName;totalUsertime;~nDofs;~nDofs3Dmesh;~nDofsFiber0;~nElements;~nElements3Dmesh;~nElementsFiber0;~nNodes;~nNodes3Dmesh;~nNodesFiber0;nIterationsTotal_activationSolver;nIterationsTotal_potentialFlowSolver;
2021/1/21 23:08:31;pcsgs02;opendihu 1.2, built Jan 21 2021, C++ 201402, GCC 10.2.0;18;0;0.00287968;38;0.108847;35;0.0352118;35;0.0879962;875;0.0766666;25;0.000322127;25;0.468914;25;0.000195347;3;4.4898e-05;1;0.352539;25;0.000563859;25;1.4614e-05;2;0.00210194;25;0.00028083;2;0.0;0;0.0;0;0.473011;25;0.142482;1;4.46709e-06;38;0.0705668;38;0.0571389;25;0.00874748;1;0.473685;121;0.473502;50;112.158;666700;44.9648;300015;0.122061;25;0.124105;1;0.0597842;1;158.273;1;157.849;25;0.122136;25;0.299299;25;0.00114046;25;none;cg;10.000000;3e-05;1e-05;0.4;3e-05;1;35;10;normal;;none;cg;100999168;4096;114151424;600260608;[3, 2, 3];35;81;347;none;gmres;0.0310611;8.99256e-10;vc-18;158.97;1481;1984;1481;1480;1470;1480;1481;1984;1481;1926;347;
2021/1/21 23:08:31;pcsgs02;opendihu 1.2, built Jan 21 2021, C++ 201402, GCC 10.2.0;18;1;0.00285962;31;0.0383682;28;0.05651;28;0.0715764;700;0.213568;25;0.0169861;25;19.125;25;0.00114414;3;0.00102603;1;0.3526;25;0.00028453;25;6.36803e-06;2;0.000691215;25;0.000215664;2;0.0;0;0.0;0;19.1266;25;0.256087;1;3.53274e-06;31;0.0753473;31;0.0569765;25;0.00876589;1;19.1271;107;19.1269;50;100.968;666700;37.499;300015;0.0609402;25;0.161552;1;0.0830952;1;158.274;1;157.844;25;0.0610257;25;0.368171;25;0.000910262;25;none;cg;10.000000;3e-05;1e-05;0.4;3e-05;1;28;10;normal;;none;cg;90181632;4096;104865792;589443072;[3, 2, 3];28;81;347;none;gmres;0.0310611;8.99256e-10;vc-18;162.1;1481;1984;1480;1470;1481;1984;1926;347;
2021/1/21 23:08:31;pcsgs02;opendihu 1.2, built Jan 21 2021, C++ 201402, GCC 10.2.0;18;2;0.00287101;31;0.10272;28;0.0282643;28;0.0685963;700;0.153998;25;0.0167481;25;24.5521;25;0.0011478;3;0.00103045;1;0.35258;25;0.000279343;25;6.04207e-06;2;0.00071354;25;0.000225071;2;0.0;0;0.0;0;24.5537;25;0.255507;1;3.43018e-06;31;0.0674754;31;0.0569764;25;0.00876674;1;24.5541;107;24.554;50;95.6305;666700;37.4215;300015;0.0594702;25;0.0989931;1;0.0475281;1;158.274;1;157.843;25;0.0595555;25;0.369674;25;0.000869292;25;none;cg;10.000000;3e-05;1e-05;0.4;3e-05;1;28;10;normal;;none;cg;90185728;4096;104239104;589447168;[3, 2, 3];28;81;347;none;gmres;0.0310611;8.99256e-10;vc-18;162.12;1481;1984;1480;1470;1481;1984;1926;347;
2021/1/21 23:08:31;pcsgs02;opendihu 1.2, built Jan 21 2021, C++ 201402, GCC 10.2.0;18;3;0.00287655;33;0.157418;30;0.0445841;30;0.0710163;750;0.0352466;25;0.0147486;25;16.6985;50;0.00117113;5;0.00102713;1;0.352608;25;0.0472074;50;7.88493e-06;4;0.00271902;50;0.000247059;5;5.94894e-06;1;0.0258529;25;16.752;50;0.153364;1;4.71016e-06;33;0.076573;33;0.0571002;25;0.00875424;1;16.7527;136;16.7525;75;101.935;666700;37.4058;300015;0.121982;25;0.157868;1;0.0748981;1;158.276;1;157.79;25;0.177395;25;0.307097;25;0.00112713;25;none;cg;10.000000;3e-05;1e-05;0.4;3e-05;1;30;10;normal;;none;cg;95891456;4096;110071808;595152896;[3, 2, 3];30;81;347;none;gmres;0.0310611;8.99256e-10;vc-18;162.11;1481;1984;1480;1470;1481;1984;1926;347;
2021/1/21 23:08:31;pcsgs02;opendihu 1.2, built Jan 21 2021, C++ 201402, GCC 10.2.0;18;4;0.00286533;27;0.053076;24;0.0244401;24;0.0623475;600;0.211389;25;0.0169735;25;44.923;50;0.00114159;5;0.00103919;1;0.352558;25;0.0455343;50;6.85209e-06;4;0.00260792;50;0.000269778;5;8.76409e-05;1;0.0258698;25;44.9763;50;0.255815;1;4.19631e-06;27;0.0658438;27;0.0569632;25;0.00875237;1;44.9769;124;44.9768;75;81.8173;666700;30.0486;300015;0.0608973;25;0.0861078;1;0.0412156;1;158.276;1;157.79;25;0.116327;25;0.368611;25;0.00092047;25;none;cg;10.000000;3e-05;1e-05;0.4;3e-05;1;24;10;normal;;none;cg;86982656;4096;102006784;586244096;[3, 2, 3];24;81;347;none;gmres;0.0310611;8.99256e-10;vc-18;162.1;1481;1984;1480;1470;1481;1984;1926;347;
2021/1/21 23:08:31;pcsgs02;opendihu 1.2, built Jan 21 2021, C++ 201402, GCC 10.2.0;18;5;0.00288109;27;0.208194;24;0.0338804;24;0.0596363;600;0.0587404;25;0.0187638;25;54.9856;50;0.00112132;5;0.00103058;1;0.352599;25;0.0456847;50;6.55313e-06;4;0.00255585;50;0.000239311;5;8.8755e-05;1;0.0258768;25;55.0372;50;0.255766;1;4.88828e-06;27;0.0727748;27;0.0569296;25;0.00875798;1;55.0378;124;55.0377;75;70.6892;666700;29.9597;300015;0.0594465;25;0.124373;1;0.0570612;1;158.276;1;157.791;25;0.113116;25;0.370139;25;0.000915259;25;none;cg;10.000000;3e-05;1e-05;0.4;3e-05;1;24;10;normal;;none;cg;87007232;4096;101662720;586268672;[3, 2, 3];24;81;347;none;gmres;0.0310611;8.99256e-10;vc-18;162.18;1481;1984;1480;1470;1481;1984;1926;347;
2021/1/21 23:08:31;pcsgs02;opendihu 1.2, built Jan 21 2021, C++ 201402, GCC 10.2.0;18;6;0.00287482;38;0.0703196;35;0.0355297;35;0.0884309;875;0.120704;25;0.0151513;25;0.463941;25;0.00118466;3;0.00103688;1;0.352591;25;0.000342034;25;6.94091e-06;2;0.000865151;25;0.000274915;2;0.0;0;0.0;0;0.466055;25;0.255878;1;3.83123e-06;38;0.0705897;38;0.0569311;25;0.00875211;1;0.466596;121;0.466448;50;111.46;666700;45.0151;300015;0.103652;25;0.124153;1;0.0598779;1;158.274;1;157.844;25;0.103737;25;0.324733;25;0.00119954;25;none;cg;10.000000;3e-05;1e-05;0.4;3e-05;1;35;10;normal;;none;cg;100970496;4096;113901568;600231936;[3, 2, 3];35;81;347;none;gmres;0.0310611;8.99256e-10;vc-18;162.08;1481;1984;1481;1480;1470;1480;1481;1984;1481;1926;347;
2021/1/21 23:08:31;pcsgs02;opendihu 1.2, built Jan 21 2021, C++ 201402, GCC 10.2.0;18;7;0.0028543;31;0.029788;28;0.0558958;28;0.0712118;700;0.224993;25;0.0159601;25;19.125;25;0.00114705;3;0.00102704;1;0.352596;25;0.000279795;25;6.03602e-06;2;0.000682571;25;0.000212852;2;0.0;0;0.0;0;19.1266;25;0.255585;1;3.45905e-06;31;0.0753798;31;0.0566619;25;0.00875199;1;19.1271;107;19.127;50;90.0905;666700;33.7748;300015;0.0595178;25;0.160982;1;0.0825253;1;158.274;1;157.844;25;0.0595984;25;0.369598;25;0.000970682;25;none;cg;10.000000;3e-05;1e-05;0.4;3e-05;1;28;10;normal;;none;cg;90464256;4096;105066496;589725696;[3, 2, 3];28;81;347;none;gmres;0.0310611;8.99256e-10;vc-18;162.11;1481;1984;1480;1470;1481;1984;1926;347;
2021/1/21 23:08:31;pcsgs02;opendihu 1.2, built Jan 21 2021, C++ 201402, GCC 10.2.0;18;8;0.00286767;31;0.0982776;28;0.0278695;28;0.0688064;700;0.160754;25;0.0157355;25;24.5521;25;0.0011802;3;0.00105969;1;0.352572;25;0.000295417;25;5.71192e-06;2;0.000703232;25;0.000223903;2;0.0;0;0.0;0;24.5537;25;0.255555;1;3.22505e-06;31;0.0674923;31;0.0566399;25;0.00876592;1;24.5542;107;24.554;50;85.3619;666700;33.7372;300015;0.0578769;25;0.0986063;1;0.0471379;1;158.274;1;157.843;25;0.0579651;25;0.371266;25;0.00090713;25;none;cg;10.000000;3e-05;1e-05;0.4;3e-05;1;28;10;normal;;none;cg;90517504;4096;104054784;589778944;[3, 2, 3];28;81;347;none;gmres;0.0310611;8.99256e-10;vc-18;162.11;1481;1984;1480;1470;1481;1984;1926;347;
2021/1/21 23:08:31;pcsgs02;opendihu 1.2, built Jan 21 2021, C++ 201402, GCC 10.2.0;18;9;0.00286086;33;0.165087;30;0.0622694;30;0.0714843;750;0.0436048;25;0.0163082;25;16.6984;50;0.0011739;5;0.00103896;1;0.352586;25;0.0456003;50;7.70902e-06;4;0.00273043;50;0.000336002;5;8.91499e-05;1;0.0258751;25;16.7521;50;0.255811;1;3.54473e-06;33;0.0765658;33;0.0569565;25;0.00876665;1;16.7528;136;16.7526;75;103.407;666700;37.3396;300015;0.103748;25;0.175418;1;0.0925833;1;158.276;1;157.79;25;0.159162;25;0.325169;25;0.00118202;25;none;cg;10.000000;3e-05;1e-05;0.4;3e-05;1;30;10;normal;;none;cg;96161792;4096;111063040;595423232;[3, 2, 3];30;81;347;none;gmres;0.0310611;8.99256e-10;vc-18;162.12;1481;1984;1480;1470;1481;1984;1926;347;
2021/1/21 23:08:31;pcsgs02;opendihu 1.2, built Jan 21 2021, C++ 201402, GCC 10.2.0;18;10;0.00286253;27;0.0454344;24;0.0249195;24;0.0618985;600;0.218735;25;0.0188791;25;44.9231;50;0.00115138;5;0.00104629;1;0.352557;25;0.0455015;50;6.86198e-06;4;0.00256823;50;0.000271584;5;8.9235e-05;1;0.0258624;25;44.9763;50;0.256103;1;2.81306e-06;27;0.0658697;27;0.0566578;25;0.00875914;1;44.9769;124;44.9768;75;82.5198;666700;30.0531;300015;0.0595444;25;0.0866551;1;0.0417564;1;158.276;1;157.79;25;0.114996;25;0.369941;25;0.000972924;25;none;cg;10.000000;3e-05;1e-05;0.4;3e-05;1;24;10;normal;;none;cg;87326720;4096;102277120;586588160;[3, 2, 3];24;81;347;none;gmres;0.0310611;8.99256e-10;vc-18;162.11;1481;1984;1480;1470;1481;1984;1926;347;
2021/1/21 23:08:31;pcsgs02;opendihu 1.2, built Jan 21 2021, C++ 201402, GCC 10.2.0;18;11;0.00285283;27;0.226866;24;0.0490083;24;0.0600893;600;0.0415773;25;0.0184146;25;54.9857;50;0.00113067;5;0.00104183;1;0.352617;25;0.0455608;50;7.0699e-06;4;0.00248969;50;0.000240241;5;9.2419e-05;1;0.0258606;25;55.0372;50;0.255996;1;4.02739e-06;27;0.0727353;27;0.0566564;25;0.00876333;1;55.0378;124;55.0377;75;72.5465;666700;30.0266;300015;0.0578582;25;0.13912;1;0.0720661;1;158.276;1;157.791;25;0.111577;25;0.371739;25;0.000974066;25;none;cg;10.000000;3e-05;1e-05;0.4;3e-05;1;24;10;normal;;none;cg;87363584;4096;101867520;586625024;[3, 2, 3];24;81;347;none;gmres;0.0310611;8.99256e-10;vc-18;162.12;1481;1984;1480;1470;1481;1984;1926;347;
2021/1/21 23:08:31;pcsgs02;opendihu 1.2, built Jan 21 2021, C++ 201402, GCC 10.2.0;18;12;0.00288055;38;0.102595;35;0.0356888;35;0.0858416;875;0.0910912;25;0.0153059;25;0.463909;25;0.00120861;3;0.00105714;1;0.352579;25;0.000343732;25;7.71799e-06;2;0.000857142;25;0.000275921;2;0.0;0;0.0;0;0.466023;25;0.144341;1;3.85684e-06;38;0.0705811;38;0.0569374;25;0.00875149;1;0.466603;121;0.466463;50;103.451;666700;41.2686;300015;0.103528;25;0.1244;1;0.0601132;1;158.274;1;157.844;25;0.103609;25;0.324854;25;0.00113308;25;none;cg;10.000000;3e-05;1e-05;0.4;3e-05;1;35;10;normal;;none;cg;100282368;4096;113782784;599543808;[3, 2, 3];35;81;347;none;gmres;0.0310611;8.99256e-10;vc-18;162.07;1481;1984;1481;1480;1470;1480;1481;1984;1481;1926;347;
2021/1/21 23:08:31;pcsgs02;opendihu 1.2, built Jan 21 2021, C++ 201402, GCC 10.2.0;18;13;0.00289084;31;0.0394369;28;0.0395125;28;0.0709015;700;0.216144;25;0.0157678;25;19.125;25;0.00116071;3;0.00104426;1;0.352595;25;0.000285924;25;6.94906e-06;2;0.000679969;25;0.000216829;2;0.0;0;0.0;0;19.1265;25;0.203418;1;5.45336e-06;31;0.075421;31;0.0566953;25;0.00876637;1;19.127;107;19.1268;50;90.8572;666700;33.6444;300015;0.0593902;25;0.144967;1;0.0662055;1;158.274;1;157.843;25;0.0594731;25;0.369807;25;0.000925226;25;none;cg;10.000000;3e-05;1e-05;0.4;3e-05;1;28;10;normal;;none;cg;89952256;4096;104435712;589213696;[3, 2, 3];28;81;347;none;gmres;0.0310611;8.99256e-10;vc-18;162.07;1481;1984;1480;1470;1481;1984;1926;347;
2021/1/21 23:08:31;pcsgs02;opendihu 1.2, built Jan 21 2021, C++ 201402, GCC 10.2.0;18;14;0.00287673;31;0.134379;28;0.0276711;28;0.0673307;700;0.126695;25;0.0153773;25;24.5521;25;0.00117369;3;0.00105324;1;0.352568;25;0.000303438;25;6.01914e-06;2;0.000694461;25;0.000230112;2;0.0;0;0.0;0;24.5536;25;0.255587;1;3.6906e-06;31;0.0674873;31;0.0566554;25;0.00876637;1;24.5541;107;24.554;50;84.5265;666700;33.7571;300015;0.0576893;25;0.0985282;1;0.0470665;1;158.274;1;157.843;25;0.0577743;25;0.371493;25;0.000906337;25;none;cg;10.000000;3e-05;1e-05;0.4;3e-05;1;28;10;normal;;none;cg;90013696;4096;103641088;589275136;[3, 2, 3];28;81;347;none;gmres;0.0310611;8.99256e-10;vc-18;162.13;1481;1984;1480;1470;1481;1984;1926;347;
2021/1/21 23:08:31;pcsgs02;opendihu 1.2, built Jan 21 2021, C++ 201402, GCC 10.2.0;18;15;0.00288696;33;0.184219;30;0.0439378;30;0.0700596;750;0.0269749;25;0.0157972;25;16.6984;50;0.00118986;5;0.00104804;1;0.352548;25;0.0457206;50;8.79401e-06;4;0.00267809;50;0.000336699;5;9.2512e-05;1;0.0258563;25;16.7504;50;0.191773;1;4.99724e-06;33;0.0766018;33;0.0569217;25;0.00874744;1;16.7511;136;16.7509;75;102.281;666700;37.261;300015;0.103442;25;0.157365;1;0.0743728;1;158.275;1;157.791;25;0.157108;25;0.325378;25;0.00124813;25;none;cg;10.000000;3e-05;1e-05;0.4;3e-05;1;30;10;normal;;none;cg;95903744;4096;109461504;595165184;[3, 2, 3];30;81;347;none;gmres;0.0310611;8.99256e-10;vc-18;162.09;1481;1984;1480;1470;1481;1984;1926;347;
2021/1/21 23:08:31;pcsgs02;opendihu 1.2, built Jan 21 2021, C++ 201402, GCC 10.2.0;18;16;0.00286294;27;0.0480158;24;0.0246437;24;0.0603838;600;0.221232;25;0.0158036;25;44.923;50;0.00116547;5;0.00106014;1;0.352555;25;0.0455792;50;7.05291e-06;4;0.00249145;50;0.000275508;5;9.28481e-05;1;0.0258597;25;44.9745;50;0.151875;1;3.17139e-06;27;0.0658505;27;0.0567115;25;0.00876464;1;44.9751;124;44.975;75;80.4617;666700;30.0426;300015;0.0594044;25;0.0863668;1;0.0414716;1;158.276;1;157.791;25;0.113114;25;0.370149;25;0.0010047;25;none;cg;10.000000;3e-05;1e-05;0.4;3e-05;1;24;10;normal;;none;cg;87007232;4096;101158912;586268672;[3, 2, 3];24;81;347;none;gmres;0.0310611;8.99256e-10;vc-18;162.12;1481;1984;1480;1470;1481;1984;1926;347;
