   1  -78.9419441952      -80.1997651783       5.90000187733       150.899999999       5.89999999089       12.6999999993       131.999999626       133.000000002      0.946600007017E-02  0.995199999998      0.358002050381E-01  0.498100003581      0.581000003927      0.946597244654E-02  0.995200012708      0.357954329997E-01  0.498100877015      0.581000004029      0.100000000000E-05   0.00000000000       0.00000000000       0.00000000000       0.00000000000      0.999961434159      0.375658406579E-04   0.00000000000       0.00000000000       0.00000000000     -0.497512755102E-05  0.891741037641E-01   1500.20569903      0.101154512460       1500.00209331       24.9991855047       615.000000000       615.000000000       811.000000000       811.000000000       16900.0000500       16900.0000500      0.399997000000      0.399997000000       7200.05970000       7200.05970000       799.540303000       799.540303000       999.940300000       999.940300000       2.99978812500      0.800005460000       1.20001173000       2.99998741000      0.299994900000      0.230000500000      0.230000004647      0.230000065033      0.229999934968     I_ion= -1189.81548132     eE_y(t=t^{0,0,N})_tookSecs: 0.200000000000E-02
   2  -78.9435325230      -80.1992338245       5.90000187735       150.899999999       5.89999999107       12.6999999993       131.999999626       133.000000002      0.946603267551E-02  0.995199999979      0.358056830387E-01  0.498098991449      0.581000003812      0.946597245428E-02  0.995200012704      0.357954396946E-01  0.498100876770      0.581000004029      0.874943401086E-06  0.939147547922E-10   0.00000000000       0.00000000000       0.00000000000      0.999961561970      0.375627281776E-04  0.264599435030E-09   0.00000000000       0.00000000000     -0.497511861581E-05  0.913621405461E-01   1500.12146334      0.101133671205       1500.00259175       24.9991865562       615.000000000       615.000000000       811.000000000       811.000000000       16900.0000515       16900.0000500      0.399834598128      0.400014207700       7200.05967874       7200.05967874       799.540486665       799.540307055       999.940321263       999.940321263       2.99978845033      0.800005449843       1.20001172431       2.99998741923      0.299994902455      0.230000499943      0.230000004647      0.230000065032      0.229999934968     I_ion= -1189.83048394     eE_y(t=t^{0,0,N})_tookSecs: 0.400000000000E-02
   4  -78.9443234213      -80.1989692540       5.90000187743       150.899999998       5.89999999117       12.6999999992       131.999999626       133.000000002      0.946604911998E-02  0.995199999970      0.358084130878E-01  0.498098484156      0.581000003755      0.946597247421E-02  0.995200012693      0.357954458321E-01  0.498100876136      0.581000004029      0.827564210105E-06  0.132879083564E-09  0.488247474750E-14  0.388283231038E-19   0.00000000000      0.999961610592      0.375613142286E-04  0.396842273773E-09  0.124236290084E-14  0.729313773018E-21 -0.497511414922E-05  0.921431468544E-01   1500.10288348      0.101123932345       1500.00265185       24.9991870633       615.000000000       615.000000000       811.000000000       811.000000000       16900.0000516       16900.0000500      0.399786629569      0.400022426542       7200.05966814       7200.05966811       799.540545228       799.540309463       999.940331858       999.940331890       2.99978860727      0.800005444947       1.20001172156       2.99998742357      0.299994903682      0.230000499914      0.230000004647      0.230000065032      0.229999934968     I_ion= -1189.83795438     eE_y(t=t^{0,0,N})_tookSecs: 0.100000000000E-01
   5  -78.9444813410      -80.1989164280       5.90000187745       150.899999998       5.89999999119       12.6999999992       131.999999626       133.000000002      0.946605242016E-02  0.995199999968      0.358089583891E-01  0.498098382599      0.581000003743      0.946597247948E-02  0.995200012690      0.357954472811E-01  0.498100875969      0.581000004029      0.818944879037E-06  0.140203649230E-09  0.619190052560E-14  0.788995146887E-19  0.186705217783E-24  0.999961619449      0.375610427007E-04  0.423286551061E-09  0.159012009692E-14  0.149343043049E-20 -0.497511325599E-05  0.922822299278E-01   1500.09989885      0.101122029221       1500.00265917       24.9991871633       615.000000000       615.000000000       811.000000000       811.000000000       16900.0000516       16900.0000500      0.399778753979      0.400024042120       7200.05966603       7200.05966599       799.540555221       799.540309973       999.940333975       999.940334015       2.99978863823      0.800005443981       1.20001172102       2.99998742442      0.299994903927      0.230000499908      0.230000004647      0.230000065032      0.229999934968     I_ion= -1189.83944601     eE_y(t=t^{0,0,N})_tookSecs: 0.120000000000E-01
   8  -78.9447180584      -80.1988372438       5.90000187749       150.899999998       5.89999999121       12.6999999992       131.999999626       133.000000002      0.946605737747E-02  0.995199999965      0.358097759003E-01  0.498098230204      0.581000003726      0.946597248818E-02  0.995200012686      0.357954495924E-01  0.498100875693      0.581000004029      0.806482300012E-06  0.150931321092E-09  0.835224047699E-14  0.166646530708E-18  0.987427980699E-24  0.999961632261      0.375606424183E-04  0.462950360554E-09  0.217377946573E-14  0.318965998167E-20 -0.497511191618E-05  0.924816611035E-01   1500.09576549      0.101119200478       1500.00266813       24.9991873126       615.000000000       615.000000000       811.000000000       811.000000000       16900.0000517       16900.0000500      0.399767840132      0.400026448457       7200.05966285       7200.05966280       799.540569310       799.540310754       999.940337151       999.940337202       2.99978868442      0.800005442541       1.20001172021       2.99998742569      0.299994904295      0.230000499900      0.230000004647      0.230000065032      0.229999934968     I_ion= -1189.84168192     eE_y(t=t^{0,0,N})_tookSecs: 0.200000000000E-01
  16  -78.9449151746      -80.1987713073       5.90000187752       150.899999998       5.89999999124       12.6999999992       131.999999626       133.000000002      0.946606151501E-02  0.995199999963      0.358104567568E-01  0.498098103152      0.581000003712      0.946597249615E-02  0.995200012681      0.357954516446E-01  0.498100875439      0.581000004029      0.796497853064E-06  0.159646431487E-09  0.103276615113E-13  0.268348223626E-18  0.238814653682E-23  0.999961642531      0.375603152622E-04  0.496001180128E-09  0.271700407144E-14  0.518231901261E-20 -0.497511079973E-05  0.926400006677E-01   1500.09259908      0.101116866204       1500.00267402       24.9991874362       615.000000000       615.000000000       811.000000000       811.000000000       16900.0000517       16900.0000500      0.399759504157      0.400028438376       7200.05966020       7200.05966014       799.540580291       799.540311419       999.940339796       999.940339858       2.99978872269      0.800005441348       1.20001171954       2.99998742673      0.299994904602      0.230000499893      0.230000004647      0.230000065032      0.229999934968     I_ion= -1189.84354378     eE_y(t=t^{0,0,N})_tookSecs: 0.360000000000E-01
  32  -78.9450136821      -80.1987383562       5.90000187754       150.899999998       5.89999999125       12.6999999992       131.999999626       133.000000002      0.946606358598E-02  0.995199999961      0.358107970480E-01  0.498098039607      0.581000003705      0.946597250039E-02  0.995200012679      0.357954527137E-01  0.498100875304      0.581000004029      0.791634848589E-06  0.163931088154E-09  0.113737247179E-13  0.329914238506E-18  0.342757880596E-23  0.999961647535      0.375601538665E-04  0.512525797550E-09  0.300799027099E-14  0.639905374367E-20 -0.497511024152E-05  0.927166549631E-01   1500.09110093      0.101115706693       1500.00267651       24.9991874977       615.000000000       615.000000000       811.000000000       811.000000000       16900.0000517       16900.0000500      0.399755576498      0.400029428170       7200.05965888       7200.05965881       799.540585541       799.540311758       999.940341119       999.940341186       2.99978874174      0.800005440754       1.20001171920       2.99998742725      0.299994904755      0.230000499889      0.230000004647      0.230000065032      0.229999934968     I_ion= -1189.84447423     eE_y(t=t^{0,0,N})_tookSecs: 0.680000000000E-01
  64  -78.9450629232      -80.1987218849       5.90000187754       150.899999998       5.89999999125       12.6999999992       131.999999626       133.000000002      0.946606462201E-02  0.995199999961      0.358109671594E-01  0.498098007830      0.581000003701      0.946597250257E-02  0.995200012678      0.357954532590E-01  0.498100875235      0.581000004029      0.789234515527E-06  0.166055749754E-09  0.119111367997E-13  0.363530718267E-18  0.404788835263E-23  0.999961650005      0.375600737136E-04  0.520787909863E-09  0.315832620455E-14  0.706624312171E-20 -0.497510996242E-05  0.927543776423E-01   1500.09037174      0.101115128811       1500.00267764       24.9991875284       615.000000000       615.000000000       811.000000000       811.000000000       16900.0000517       16900.0000500      0.399753669990      0.400029921787       7200.05965822       7200.05965815       799.540588109       799.540311928       999.940341780       999.940341850       2.99978875125      0.800005440458       1.20001171904       2.99998742750      0.299994904831      0.230000499887      0.230000004647      0.230000065032      0.229999934968     I_ion= -1189.84493934     eE_y(t=t^{0,0,N})_tookSecs: 0.132000000000    
 128  -78.9450875407      -80.1987136503       5.90000187755       150.899999998       5.89999999126       12.6999999992       131.999999626       133.000000002      0.946606514016E-02  0.995199999960      0.358110522065E-01  0.498097991940      0.581000003700      0.946597250368E-02  0.995200012677      0.357954535343E-01  0.498100875200      0.581000004029      0.788042005190E-06  0.167113730834E-09  0.121834128567E-13  0.381066446493E-18  0.438527912097E-23  0.999961651232      0.375600337734E-04  0.524918917132E-09  0.323470480020E-14  0.741500826244E-20 -0.497510982287E-05  0.927730907829E-01   1500.09001194      0.101114840334       1500.00267819       24.9991875438       615.000000000       615.000000000       811.000000000       811.000000000       16900.0000517       16900.0000500      0.399752730738      0.400030168277       7200.05965789       7200.05965782       799.540589378       799.540312013       999.940342111       999.940342182       2.99978875600      0.800005440310       1.20001171895       2.99998742763      0.299994904870      0.230000499886      0.230000004647      0.230000065032      0.229999934968     I_ion= -1189.84517186     eE_y(t=t^{0,0,N})_tookSecs: 0.260000000000    
 256  -78.9450998486      -80.1987095333       5.90000187755       150.899999998       5.89999999126       12.6999999992       131.999999626       133.000000002      0.946606539927E-02  0.995199999960      0.358110947279E-01  0.498097983995      0.581000003699      0.946597250423E-02  0.995200012677      0.357954536726E-01  0.498100875182      0.581000004029      0.787447647407E-06  0.167641642149E-09  0.123204403026E-13  0.390018559767E-18  0.456105124288E-23  0.999961651844      0.375600138373E-04  0.526984408570E-09  0.327319674532E-14  0.759324155559E-20 -0.497510975309E-05  0.927824106603E-01   1500.08983323      0.101114696211       1500.00267845       24.9991875514       615.000000000       615.000000000       811.000000000       811.000000000       16900.0000517       16900.0000500      0.399752264572      0.400030291442       7200.05965773       7200.05965765       799.540590010       799.540312056       999.940342276       999.940342348       2.99978875837      0.800005440236       1.20001171891       2.99998742770      0.299994904889      0.230000499886      0.230000004647      0.230000065032      0.229999934968     I_ion= -1189.84528811     eE_y(t=t^{0,0,N})_tookSecs: 0.524000000000    
