# timestamp;hostname;version;nRanks;rankNo;durationComputeMappingBetweenMeshes;n;durationMap;n;durationMapFinalize;n;durationMapPrepare;n;durationParaview1D;n;durationParaview1DInit;n;durationParaview2D;n;durationParaview2D3DInit;n;durationParaview3D;n;durationParaview3DInit;n;durationParaview3DReduction;n;durationParaview3DWrite;n;durationParaviewOutput;n;durationReadGeometry;n;durationWriteOutput;n;durationWriteOutputParaview;n;durationWriteOutputPythonFile;n;nonlinear;n;nonlinear_durationSolve;n;anonymous0_preconditionerType;anonymous0_solverType;exit;exit_signal;memoryData;memoryPage;memoryResidentSet;memoryVirtual;meta_n_unknowns;nDofs;nElements;nNodes;scenarioName;totalUsertime;~nDofs;~nElements;~nNodes;
2021/4/14 20:34:58;ipvs-epyc2;opendihu 1.2, built Apr 14 2021, C++ 201703, GCC 10.2.0;4;1;0.00235739;13;4.38662e-05;25;4.2642e-05;1;9.67733e-05;1;0.000288258;5;4.00511e-05;6;0.000161435;5;1.14013e-05;6;0.0513433;5;0.00447825;9;0.004428;3;0.023194;5;0.0519314;5;3.6811e-05;1;0.08535;5;0.0519632;5;0.0333696;4;4.65985;1;4.60863;1;lu;preonly;normal;;54059008;4096;74149888;380395520;1307;425;32;425;numeric_jacobian;4.85;17;16;17;
2021/4/14 20:34:58;ipvs-epyc2;opendihu 1.2, built Apr 14 2021, C++ 201703, GCC 10.2.0;4;2;0.00261201;13;1.87117e-05;25;4.1442e-05;1;0.000108493;1;0.000310208;5;4.95804e-05;6;0.000204084;5;1.34497e-05;6;0.0491573;5;0.00280407;9;0.00274419;3;0.0231923;5;0.0498418;5;1.2421e-05;1;0.0854045;5;0.0498752;5;0.0355114;4;4.65985;1;4.60856;1;lu;preonly;normal;;50745344;4096;71311360;377081856;1307;425;32;425;numeric_jacobian;4.84;17;16;17;
2021/4/14 20:34:58;ipvs-epyc2;opendihu 1.2, built Apr 14 2021, C++ 201703, GCC 10.2.0;4;3;0.00319714;13;1.61328e-05;25;2.36612e-05;1;6.11818e-05;1;0.00034701;5;4.34229e-05;6;0.000242766;5;1.28001e-05;6;0.0431863;5;0.000339689;9;0.000280507;3;0.0232379;5;0.043984;5;3.76622e-05;1;0.085703;5;0.0440206;5;0.0416646;4;4.6599;1;4.60852;1;lu;preonly;normal;;61915136;4096;75227136;388251648;1307;425;32;425;numeric_jacobian;4.85;17;16;17;
# timestamp;hostname;version;nRanks;rankNo;durationComputeMappingBetweenMeshes;n;durationMap;n;durationMapFinalize;n;durationMapPrepare;n;durationParaview1D;n;durationParaview1DInit;n;durationParaview2D;n;durationParaview2D3DInit;n;durationParaview3D;n;durationParaview3DInit;n;durationParaview3DReduction;n;durationParaview3DWrite;n;durationParaviewOutput;n;durationReadGeometry;n;durationWriteOutput;n;durationWriteOutputParaview;n;durationWriteOutputPythonFile;n;nonlinear;n;nonlinear_durationSolve;n;anonymous0_preconditionerType;anonymous0_solverType;exit;exit_signal;memoryData;memoryPage;memoryResidentSet;memoryVirtual;meta_n_unknowns;nDofs;nElements;nNodes;scenarioName;totalUsertime;~nDofs;~nElements;~nNodes;
2021/4/14 20:34:59;ipvs-epyc2;opendihu 1.2, built Apr 14 2021, C++ 201703, GCC 10.2.0;6;0;0.00262487;17;5.40414e-05;35;3.1061e-05;1;7.41822e-05;1;0.000360651;5;6.5011e-05;6;0.000194075;5;1.76798e-05;6;0.0679344;5;0.000107232;9;4.5612e-05;3;0.0378232;5;0.0686491;5;0.00111491;1;0.112308;5;0.068711;5;0.0435772;4;0.337557;1;0.267528;1;lu;preonly;normal;;63881216;4096;78696448;398606336;1833;595;48;595;analytic_jacobian;0.63;17;16;17;
2021/4/14 20:34:59;ipvs-epyc2;opendihu 1.2, built Apr 14 2021, C++ 201703, GCC 10.2.0;6;1;0.00156469;17;4.04222e-05;35;2.759e-05;1;0.000252678;1;0.000275039;5;4.78523e-05;6;0.000204417;5;1.30008e-05;6;0.0804941;5;0.000502935;9;0.000431455;3;0.0378351;5;0.0811298;5;1.967e-05;1;0.112508;5;0.0811669;5;0.0313247;4;0.337556;1;0.267017;1;lu;preonly;normal;;59813888;4096;77258752;394539008;1833;595;48;595;analytic_jacobian;0.61;17;16;17;
2021/4/14 20:34:59;ipvs-epyc2;opendihu 1.2, built Apr 14 2021, C++ 201703, GCC 10.2.0;6;2;0.00295048;17;3.4573e-05;35;3.23709e-05;1;0.000161705;1;0.00032396;5;4.87124e-05;6;0.000314961;5;1.31796e-05;6;0.0731971;5;0.000539557;9;0.000466105;3;0.0378392;5;0.0740968;5;0.00112258;1;0.111661;5;0.0741351;5;0.0375107;4;0.337561;1;0.26823;1;lu;preonly;normal;;63217664;4096;78323712;397942784;1833;595;48;595;analytic_jacobian;0.62;17;16;17;
2021/4/14 20:34:59;ipvs-epyc2;opendihu 1.2, built Apr 14 2021, C++ 201703, GCC 10.2.0;6;3;0.00162381;17;2.27881e-05;35;3.01311e-05;1;0.000238017;1;0.000262739;5;4.2371e-05;6;0.000155605;5;1.18017e-05;6;0.0821651;5;0.000499196;9;0.000446794;3;0.0378303;5;0.0827121;5;0.00112377;1;0.111532;5;0.0827452;5;0.0287717;4;0.337561;1;0.26805;1;lu;preonly;normal;;59981824;4096;76513280;394706944;1833;595;48;595;analytic_jacobian;0.62;17;16;17;
2021/4/14 20:34:59;ipvs-epyc2;opendihu 1.2, built Apr 14 2021, C++ 201703, GCC 10.2.0;6;4;0.00172779;17;2.34512e-05;35;3.23202e-05;1;0.000225767;1;0.000311379;5;5.70407e-05;6;0.000233226;5;1.59708e-05;6;0.0789612;5;0.000538876;9;0.000474575;3;0.0378346;5;0.0797033;5;0.00113915;1;0.111695;5;0.0797443;5;0.0319342;4;0.337558;1;0.268195;1;lu;preonly;normal;;62615552;4096;78819328;397340672;1833;595;48;595;analytic_jacobian;0.62;17;16;17;
2021/4/14 20:34:59;ipvs-epyc2;opendihu 1.2, built Apr 14 2021, C++ 201703, GCC 10.2.0;6;5;0.00131755;17;2.34949e-05;35;3.05311e-05;1;0.000248907;1;0.000249709;5;5.00013e-05;6;0.000170595;5;1.22292e-05;6;0.0855934;5;0.000511536;9;0.000452634;3;0.0378752;5;0.0861452;5;0.00112317;1;0.111463;5;0.0861831;5;0.0252647;4;0.337562;1;0.268024;1;lu;preonly;normal;;62050304;4096;78643200;396775424;1833;595;48;595;analytic_jacobian;0.61;17;16;17;
