# timestamp;hostname;version;nRanks;rankNo;durationAssembleBoundaryConditions;n;durationComputeMappingBetweenMeshes;n;durationInitCellml;n;durationMap;n;durationMapFinalize;n;durationMapPrepare;n;durationParaview1D;n;durationParaview1DInit;n;durationParaview1DReduction;n;durationParaview1DWrite;n;durationParaview2D;n;durationParaview2D3DInit;n;durationParaview3D;n;durationParaview3DInit;n;durationParaview3DReduction;n;durationParaview3DWrite;n;durationParaviewOutput;n;durationReadGeometry;n;durationSetRightHandSide;n;durationSetStiffnessMatrix;n;durationSolve_activationSolver;n;durationSolve_potentialFlowSolver;n;durationWriteOutput;n;durationWriteOutputParaview;n;duration_0D;n;duration_1D;n;duration_bidomain;n;duration_subdomains_xy_init;n;duration_subdomains_z_init;n;duration_total;n;duration_total_advanceTimeSpan1;n;duration_total_advanceTimeSpan2;n;duration_total_transfer12;n;duration_total_transfer21;n;activationSolver_preconditionerType;activationSolver_solverType;currentSimulationTime;dt_0D;dt_1D;dt_3D;dt_splitting;duration_subdomains_xy_n;duration_subdomains_z_n;endTime;exit;exit_signal;implicitSolver_preconditionerType;implicitSolver_solverType;memoryData;memoryPage;memoryResidentSet;memoryVirtual;meta_partitioning;nInstancesComputedGlobally;nIterations_activationSolver;nIterations_potentialFlowSolver;potentialFlowSolver_preconditionerType;potentialFlowSolver_solverType;residualNorm_activationSolver;residualNorm_potentialFlowSolver;scenarioName;totalUsertime;~nDofs;~nDofs3Dmesh;~nDofsFiber0;~nElements;~nElements3Dmesh;~nElementsFiber0;~nNodes;~nNodes3Dmesh;~nNodesFiber0;nIterationsTotal_activationSolver;nIterationsTotal_potentialFlowSolver;
2021/1/19 21:05:56;argon-tesla2;opendihu 1.2, built Jan 19 2021, C++ 201402, GCC 11.0.0 20201227 (experimental);27;21;0.00619892;9;0.0221504;6;20.3619;6;0.0942631;600;0.440699;100;0.0381784;100;1505.92;100;18.3005;3;18.3004;1;1.09321;100;0.00044714;100;4.965e-06;2;0.00154369;100;4.2122e-05;2;0.0;0;0.0;0;1505.93;100;0.133874;1;3.79e-06;9;0.0403772;9;0.473776;100;0.0170185;1;1505.93;213;1505.93;200;739.971;800000;15.4912;360000;0.495447;100;20.4658;1;20.4324;1;2378.3;1;2377;100;0.495993;100;0.795928;100;0.00121887;100;none;cg;10.000000;2.5e-05;2.5e-05;0.1;2.5e-05;1;6;10;normal;;none;cg;90734592;4096;106315776;630046720;[3, 3, 3];6;74;296;none;gmres;0.0219294;6.02885e-10;tesla2-gpu-hybrid;2416.14;1481;775;1480;480;1481;775;7500;296;
2021/1/19 21:05:56;argon-tesla2;opendihu 1.2, built Jan 19 2021, C++ 201402, GCC 11.0.0 20201227 (experimental);27;22;0.00619934;7;0.0162199;4;21.99;4;0.0606692;400;0.526925;100;0.0425242;100;1474.68;100;18.3005;3;18.3004;1;1.09274;100;0.000234885;100;2.944e-06;2;0.00138602;100;3.003e-05;2;0.0;0;0.0;0;1474.68;100;0.308826;1;2.898e-06;7;0.0351508;7;0.470551;100;0.0169844;1;1474.69;209;1474.69;200;362.347;800000;7.42778;360000;0.495102;100;22.0569;1;22.0377;1;2378.3;1;2377.01;100;0.495787;100;0.797182;100;0.000903708;100;none;cg;10.000000;2.5e-05;2.5e-05;0.1;2.5e-05;1;4;10;normal;;none;cg;76480512;4096;92889088;615792640;[3, 3, 3];4;74;296;none;gmres;0.0219294;6.02885e-10;tesla2-gpu-hybrid;2411.22;1481;775;1480;480;1481;775;7500;296;
2021/1/19 21:05:56;argon-tesla2;opendihu 1.2, built Jan 19 2021, C++ 201402, GCC 11.0.0 20201227 (experimental);27;23;0.00618506;7;0.0058132;4;19.7904;4;0.084815;400;0.495339;100;0.0427318;100;1372.7;100;18.3005;3;18.3005;1;1.09289;100;0.000258243;100;1.429e-06;2;0.00143555;100;2.7141e-05;2;0.0;0;0.0;0;1372.7;100;0.325675;1;2.213e-06;7;0.0356919;7;0.471691;100;0.0169834;1;1372.7;209;1372.7;200;412.619;800000;9.103;360000;0.49053;100;19.8542;1;19.8342;1;2378.3;1;2377.01;100;0.491148;100;0.800764;100;0.000874799;100;none;cg;10.000000;2.5e-05;2.5e-05;0.1;2.5e-05;1;4;10;normal;;none;cg;76423168;4096;92585984;615735296;[3, 3, 3];4;74;296;none;gmres;0.0219294;6.02885e-10;tesla2-gpu-hybrid;2414.55;1481;775;1480;480;1481;775;7500;296;
2021/1/19 21:05:56;argon-tesla2;opendihu 1.2, built Jan 19 2021, C++ 201402, GCC 11.0.0 20201227 (experimental);27;24;0.00619259;9;0.0320417;6;20.2507;6;0.0933397;600;0.444234;100;0.0423542;100;1590.01;200;0.000912748;5;0.00085212;1;1.09309;100;0.270225;200;6.613e-06;4;0.0201898;200;0.00021927;5;0.000160704;1;0.136874;100;1590.32;200;0.306935;1;2.59e-06;9;0.0390001;9;0.476403;100;0.0170786;1;1590.32;313;1590.32;300;744.431;800000;15.5934;360000;0.489455;100;20.3675;1;20.3325;1;2378.3;1;2376.66;100;0.83793;100;0.802555;100;0.00141295;100;none;cg;10.000000;2.5e-05;2.5e-05;0.1;2.5e-05;1;6;10;normal;;none;cg;97628160;4096;113119232;636940288;[3, 3, 3];6;74;296;none;gmres;0.0219294;6.02885e-10;tesla2-gpu-hybrid;2413.11;1481;775;1480;480;1481;775;7500;296;
2021/1/19 21:05:56;argon-tesla2;opendihu 1.2, built Jan 19 2021, C++ 201402, GCC 11.0.0 20201227 (experimental);27;25;0.00618597;7;0.0177029;4;16.8136;4;0.0857828;400;0.491326;100;0.0400135;100;1600.69;200;18.3007;5;18.3006;1;1.09286;100;0.269664;200;6.174e-06;4;0.0197843;200;0.000207595;5;0.000145299;1;0.136881;100;1601.01;200;0.343648;1;2.641e-06;7;0.0357981;7;0.47305;100;0.016841;1;1601.01;309;1601.01;300;473.652;800000;10.4991;360000;0.49298;100;16.8996;1;16.8641;1;2378.3;1;2376.66;100;0.842556;100;0.797732;100;0.00105293;100;none;cg;10.000000;2.5e-05;2.5e-05;0.1;2.5e-05;1;4;10;normal;;none;cg;83259392;4096;99315712;622571520;[3, 3, 3];4;74;296;none;gmres;0.0219294;6.02885e-10;tesla2-gpu-hybrid;2417.66;1481;775;1480;480;1481;775;7500;296;
2021/1/19 21:05:56;argon-tesla2;opendihu 1.2, built Jan 19 2021, C++ 201402, GCC 11.0.0 20201227 (experimental);27;26;0.00617961;7;0.0064262;4;21.3765;4;0.0838247;400;0.532967;100;0.0418013;100;269.645;200;0.000914909;5;0.000860831;1;1.09336;100;0.27024;200;4.486e-06;4;0.0190459;200;0.000195787;5;0.000150158;1;0.136999;100;269.958;200;0.132592;1;2.74e-06;7;0.0359127;7;0.473506;100;0.0168443;1;269.963;309;269.962;300;0;0;0;0;0.482571;100;21.4515;1;21.4295;1;2378.3;1;2376.66;100;0.832217;100;0.810729;100;0.00103995;100;none;cg;10.000000;2.5e-05;2.5e-05;0.1;2.5e-05;1;4;10;normal;;none;cg;120057856;4096;233095168;14761717760;[3, 3, 3];4;74;296;none;gmres;0.0219294;6.02885e-10;tesla2-gpu;2410.62;1481;775;1480;480;1481;775;7500;296;
# timestamp;hostname;version;nRanks;rankNo;durationAssembleBoundaryConditions;n;durationComputeMappingBetweenMeshes;n;durationInitCellml;n;durationMap;n;durationMapFinalize;n;durationMapPrepare;n;durationParaview1D;n;durationParaview1DInit;n;durationParaview1DReduction;n;durationParaview1DWrite;n;durationParaview2D;n;durationParaview2D3DInit;n;durationParaview3D;n;durationParaview3DInit;n;durationParaview3DReduction;n;durationParaview3DWrite;n;durationParaviewOutput;n;durationReadGeometry;n;durationSetRightHandSide;n;durationSetStiffnessMatrix;n;durationSolve_activationSolver;n;durationSolve_potentialFlowSolver;n;durationWriteOutput;n;durationWriteOutputParaview;n;duration_0D;n;duration_1D;n;duration_bidomain;n;duration_subdomains_xy_init;n;duration_subdomains_z_init;n;duration_total;n;duration_total_advanceTimeSpan1;n;duration_total_advanceTimeSpan2;n;duration_total_transfer12;n;duration_total_transfer21;n;activationSolver_preconditionerType;activationSolver_solverType;currentSimulationTime;dt_0D;dt_1D;dt_3D;dt_splitting;duration_subdomains_xy_n;duration_subdomains_z_n;endTime;exit;exit_signal;implicitSolver_preconditionerType;implicitSolver_solverType;memoryData;memoryPage;memoryResidentSet;memoryVirtual;meta_partitioning;nInstancesComputedGlobally;nIterations_activationSolver;nIterations_potentialFlowSolver;potentialFlowSolver_preconditionerType;potentialFlowSolver_solverType;residualNorm_activationSolver;residualNorm_potentialFlowSolver;scenarioName;totalUsertime;~nDofs;~nDofs3Dmesh;~nDofsFiber0;~nElements;~nElements3Dmesh;~nElementsFiber0;~nNodes;~nNodes3Dmesh;~nNodesFiber0;nIterationsTotal_activationSolver;nIterationsTotal_potentialFlowSolver;
2021/1/19 23:21:28;argon-tesla2;opendihu 1.2, built Jan 19 2021, C++ 201402, GCC 11.0.0 20201227 (experimental);27;0;0.00444137;12;0.0361311;9;0.154995;9;0.160113;900;0.131615;100;0.0355109;100;9.74966;100;0.000310269;3;0.000251476;1;1.02836;100;0.000454715;100;4.76e-06;2;0.00129201;100;0.000105657;2;0.0;0;0.0;0;9.75331;100;0.79768;1;3.195e-06;12;0.0406837;12;0.428971;100;0.0164433;1;9.75744;219;9.75654;200;1152.12;800000;24.2204;360000;0.505645;100;0.29562;1;0.259331;1;1396.83;1;1395.72;100;0.50628;100;0.601117;100;0.00169455;100;none;cg;10.000000;2.5e-05;2.5e-05;0.1;2.5e-05;1;9;10;normal;;none;cg;112717824;4096;127856640;652029952;[3, 3, 3];9;74;296;none;gmres;0.0179795;6.02666e-10;tesla2-cpu;1396.44;1481;775;1481;1480;480;1480;1481;775;1481;6667;296;
2021/1/19 23:21:28;argon-tesla2;opendihu 1.2, built Jan 19 2021, C++ 201402, GCC 11.0.0 20201227 (experimental);27;1;0.00444091;9;0.0117118;6;0.109912;6;0.106889;600;0.325864;100;0.0485812;100;462.876;100;0.504221;3;0.504181;1;1.02691;100;0.000365721;100;2.471e-06;2;0.000852675;100;5.44e-05;2;0.0;0;0.0;0;462.879;100;0.708459;1;2.469e-06;9;0.0382373;9;0.427415;100;0.0164567;1;462.882;213;462.881;200;769.52;800000;15.6246;360000;0.500018;100;0.201859;1;0.175176;1;1396.84;1;1395.71;100;0.500618;100;0.623963;100;0.00121062;100;none;cg;10.000000;2.5e-05;2.5e-05;0.1;2.5e-05;1;6;10;normal;;none;cg;91045888;4096;105984000;630358016;[3, 3, 3];6;74;296;none;gmres;0.0179795;6.02666e-10;tesla2-cpu;1445.77;1481;775;1480;480;1481;775;6667;296;
2021/1/19 23:21:28;argon-tesla2;opendihu 1.2, built Jan 19 2021, C++ 201402, GCC 11.0.0 20201227 (experimental);27;2;0.00444137;9;0.0288804;6;0.157317;6;0.0940053;600;0.273126;100;0.0473523;100;348.87;100;0.504233;3;0.504201;1;1.02697;100;0.000466709;100;2.351e-06;2;0.000949734;100;4.2932e-05;2;0.0;0;0.0;0;348.873;100;0.775578;1;2.977e-06;9;0.0406352;9;0.430662;100;0.0164654;1;348.876;213;348.875;200;831.947;800000;16.482;360000;0.538188;100;0.276583;1;0.241031;1;1396.84;1;1395.71;100;0.538763;100;0.585603;100;0.00117586;100;none;cg;10.000000;2.5e-05;2.5e-05;0.1;2.5e-05;1;6;10;normal;;none;cg;91004928;4096;105832448;630317056;[3, 3, 3];6;74;296;none;gmres;0.0179795;6.02666e-10;tesla2-cpu;1445.9;1481;775;1480;480;1481;775;6667;296;
2021/1/19 23:21:28;argon-tesla2;opendihu 1.2, built Jan 19 2021, C++ 201402, GCC 11.0.0 20201227 (experimental);27;3;0.00445312;9;0.0220941;6;0.150251;6;0.109216;600;0.28387;100;0.0482409;100;390.474;100;0.50423;3;0.504196;1;1.02698;100;0.000345565;100;2.328e-06;2;0.000960311;100;4.1719e-05;2;0.0;0;0.0;0;390.476;100;0.796696;1;3.334e-06;9;0.040539;9;0.428437;100;0.0164661;1;390.48;213;390.479;200;865.552;800000;17.5185;360000;0.508917;100;0.26537;1;0.23103;1;1396.84;1;1395.71;100;0.509498;100;0.614659;100;0.00117205;100;none;cg;10.000000;2.5e-05;2.5e-05;0.1;2.5e-05;1;6;10;normal;;none;cg;91066368;4096;106008576;630378496;[3, 3, 3];6;74;296;none;gmres;0.0179795;6.02666e-10;tesla2-cpu;1445.4;1481;775;1480;480;1481;775;6667;296;
2021/1/19 23:21:28;argon-tesla2;opendihu 1.2, built Jan 19 2021, C++ 201402, GCC 11.0.0 20201227 (experimental);27;4;0.00444693;7;0.0129242;4;0.105714;4;0.0693714;400;0.369184;100;0.0498195;100;498.96;100;0.504275;3;0.504247;1;1.02701;100;0.000331145;100;1.254e-06;2;0.000745896;100;2.8123e-05;2;0.0;0;0.0;0;498.962;100;0.749153;1;2.289e-06;7;0.0380831;7;0.426501;100;0.0164665;1;498.965;209;498.964;200;875.41;800000;20.6113;360000;0.500903;100;0.194435;1;0.170084;1;1396.84;1;1395.71;100;0.501579;100;0.623261;100;0.000931269;100;none;cg;10.000000;2.5e-05;2.5e-05;0.1;2.5e-05;1;4;10;normal;;none;cg;76767232;4096;92831744;616079360;[3, 3, 3];4;74;296;none;gmres;0.0179795;6.02666e-10;tesla2-cpu;1445.83;1481;775;1480;480;1481;775;6667;296;
2021/1/19 23:21:28;argon-tesla2;opendihu 1.2, built Jan 19 2021, C++ 201402, GCC 11.0.0 20201227 (experimental);27;5;0.00443048;7;0.00710999;4;0.106802;4;0.072187;400;0.367269;100;0.0499119;100;636.477;100;0.504256;3;0.504219;1;1.02709;100;0.000155644;100;1.473e-06;2;0.000798801;100;3.0292e-05;2;0.0;0;0.0;0;636.479;100;0.798684;1;2.29e-06;7;0.0380094;7;0.429253;100;0.0164607;1;636.482;209;636.482;200;742.893;800000;15.6545;360000;0.537459;100;0.190027;1;0.165768;1;1396.84;1;1395.71;100;0.53808;100;0.587139;100;0.000848339;100;none;cg;10.000000;2.5e-05;2.5e-05;0.1;2.5e-05;1;4;10;normal;;none;cg;76591104;4096;91656192;615903232;[3, 3, 3];4;74;296;none;gmres;0.0179795;6.02666e-10;tesla2-cpu;1445;1481;775;1480;480;1481;775;6667;296;
2021/1/19 23:21:28;argon-tesla2;opendihu 1.2, built Jan 19 2021, C++ 201402, GCC 11.0.0 20201227 (experimental);27;6;0.00443315;9;0.0285401;6;0.162331;6;0.086166;600;0.267298;100;0.0469784;100;473.605;200;0.5043;5;0.504238;1;1.02714;100;0.269438;200;6.214e-06;4;0.0186053;200;7.4791e-05;5;1.1332e-05;1;0.132369;100;473.913;200;0.797642;1;2.932e-06;9;0.0401632;9;0.432177;100;0.0164252;1;473.917;313;473.916;300;744.211;800000;15.5582;360000;0.563777;100;0.279059;1;0.246229;1;1396.84;1;1395.37;100;0.901905;100;0.560154;100;0.00139826;100;none;cg;10.000000;2.5e-05;2.5e-05;0.1;2.5e-05;1;6;10;normal;;none;cg;140578816;4096;113397760;679890944;[3, 3, 3];6;74;296;none;gmres;0.0179795;6.02666e-10;tesla2-cpu;1439.27;1481;775;1480;480;1481;775;6667;296;
2021/1/19 23:21:28;argon-tesla2;opendihu 1.2, built Jan 19 2021, C++ 201402, GCC 11.0.0 20201227 (experimental);27;7;0.00442823;7;0.0181541;4;0.0755815;4;0.066824;400;0.344304;100;0.0480148;100;610.473;200;0.504297;5;0.504228;1;1.02698;100;0.256831;200;6.126e-06;4;0.0183641;200;0.000187334;5;0.000125275;1;0.13132;100;610.78;200;0.704157;1;2.193e-06;7;0.036057;7;0.430305;100;0.0164181;1;610.784;309;610.783;300;768.659;800000;15.562;360000;0.551674;100;0.141316;1;0.123712;1;1396.84;1;1395.38;100;0.889987;100;0.572543;100;0.00100188;100;none;cg;10.000000;2.5e-05;2.5e-05;0.1;2.5e-05;1;4;10;normal;;none;cg;83447808;4096;98754560;622759936;[3, 3, 3];4;74;296;none;gmres;0.0179795;6.02666e-10;tesla2-cpu;1445.21;1481;775;1480;480;1481;775;6667;296;
2021/1/19 23:21:28;argon-tesla2;opendihu 1.2, built Jan 19 2021, C++ 201402, GCC 11.0.0 20201227 (experimental);27;8;0.00444951;7;0.0109709;4;0.0963609;4;0.0858037;400;0.31129;100;0.0485211;100;467.227;200;0.504371;5;0.504322;1;1.02705;100;0.258097;200;6.753e-06;4;0.0190066;200;0.000198237;5;0.000132531;1;0.131353;100;467.526;200;0.703281;1;2.558e-06;7;0.0401957;7;0.431554;100;0.0164271;1;467.531;309;467.529;300;907.683;800000;19.8056;360000;0.549546;100;0.177178;1;0.147461;1;1396.84;1;1395.38;100;0.87699;100;0.574776;100;0.00107602;100;none;cg;10.000000;2.5e-05;2.5e-05;0.1;2.5e-05;1;4;10;normal;;none;cg;83451904;4096;98832384;622764032;[3, 3, 3];4;74;296;none;gmres;0.0179795;6.02666e-10;tesla2-cpu;1445.82;1481;775;1480;480;1481;775;6667;296;
2021/1/19 23:21:28;argon-tesla2;opendihu 1.2, built Jan 19 2021, C++ 201402, GCC 11.0.0 20201227 (experimental);27;9;0.00444058;12;0.0341047;9;0.163375;9;0.178707;900;0.228517;100;0.0312474;100;9.73424;100;0.504307;3;0.504255;1;1.02858;100;0.000467546;100;2.625e-06;2;0.00104249;100;6.829e-05;2;0.0;0;0.0;0;9.7375;100;0.801792;1;2.523e-06;12;0.0406651;12;0.427579;100;0.0164666;1;9.74095;219;9.74017;200;1347.67;800000;30.1694;360000;0.442222;100;0.302248;1;0.265538;1;1396.83;1;1395.71;100;0.44282;100;0.680552;100;0.00187107;100;none;cg;10.000000;2.5e-05;2.5e-05;0.1;2.5e-05;1;9;10;normal;;none;cg;112844800;4096;127934464;652156928;[3, 3, 3];9;74;296;none;gmres;0.0179795;6.02666e-10;tesla2-cpu;1445.56;1481;775;1481;1480;480;1480;1481;775;1481;6667;296;
2021/1/19 23:21:28;argon-tesla2;opendihu 1.2, built Jan 19 2021, C++ 201402, GCC 11.0.0 20201227 (experimental);27;10;0.00443534;9;0.0150194;6;0.119469;6;0.111192;600;0.370518;100;0.0452009;100;462.876;100;0.504304;3;0.504265;1;1.02701;100;0.000240063;100;2.793e-06;2;0.000954826;100;4.6898e-05;2;0.0;0;0.0;0;462.879;100;0.793466;1;3.138e-06;9;0.0382022;9;0.425406;100;0.0164383;1;462.882;213;462.881;200;784.593;800000;15.954;360000;0.442338;100;0.211791;1;0.185347;1;1396.84;1;1395.71;100;0.442994;100;0.681904;100;0.00123509;100;none;cg;10.000000;2.5e-05;2.5e-05;0.1;2.5e-05;1;6;10;normal;;none;cg;91164672;4096;106360832;630476800;[3, 3, 3];6;74;296;none;gmres;0.0179795;6.02666e-10;tesla2-cpu;1445.34;1481;775;1480;480;1481;775;6667;296;
2021/1/19 23:21:28;argon-tesla2;opendihu 1.2, built Jan 19 2021, C++ 201402, GCC 11.0.0 20201227 (experimental);27;11;0.00442783;9;0.0249193;6;0.156909;6;0.113207;600;0.276377;100;0.0484854;100;348.87;100;0.504297;3;0.504263;1;1.02706;100;0.000262105;100;2.146e-06;2;0.000941594;100;4.2189e-05;2;0.0;0;0.0;0;348.873;100;0.704623;1;4.255e-06;9;0.0406308;9;0.427332;100;0.0164671;1;348.876;213;348.875;200;972.229;800000;20.293;360000;0.482353;100;0.276699;1;0.241475;1;1396.84;1;1395.71;100;0.482962;100;0.641831;100;0.00123032;100;none;cg;10.000000;2.5e-05;2.5e-05;0.1;2.5e-05;1;6;10;normal;;none;cg;91136000;4096;105877504;630448128;[3, 3, 3];6;74;296;none;gmres;0.0179795;6.02666e-10;tesla2-cpu;1445.83;1481;775;1480;480;1481;775;6667;296;
2021/1/19 23:21:28;argon-tesla2;opendihu 1.2, built Jan 19 2021, C++ 201402, GCC 11.0.0 20201227 (experimental);27;12;0.00445099;9;0.0230067;6;0.158008;6;0.0912023;600;0.364895;100;0.0485696;100;390.473;100;0.504343;3;0.504306;1;1.02704;100;0.000258121;100;2.356e-06;2;0.000890156;100;4.0595e-05;2;0.0;0;0.0;0;390.475;100;0.790187;1;2.999e-06;9;0.0404871;9;0.426385;100;0.0164604;1;390.479;213;390.478;200;734.816;800000;15.4695;360000;0.448735;100;0.2717;1;0.23823;1;1396.84;1;1395.71;100;0.44935;100;0.675427;100;0.00111985;100;none;cg;10.000000;2.5e-05;2.5e-05;0.1;2.5e-05;1;6;10;normal;;none;cg;91217920;4096;106614784;630530048;[3, 3, 3];6;74;296;none;gmres;0.0179795;6.02666e-10;tesla2-cpu;1444.21;1481;775;1480;480;1481;775;6667;296;
2021/1/19 23:21:28;argon-tesla2;opendihu 1.2, built Jan 19 2021, C++ 201402, GCC 11.0.0 20201227 (experimental);27;13;0.00442934;7;0.0240701;4;0.106596;4;0.0755639;400;0.401164;100;0.0479556;100;498.96;100;0.50431;3;0.504278;1;1.02695;100;0.000200047;100;1.816e-06;2;0.000862165;100;3.8764e-05;2;0.0;0;0.0;0;498.962;100;0.716374;1;2.92e-06;7;0.0380676;7;0.424108;100;0.0164302;1;498.966;209;498.965;200;455.598;800000;11.2098;360000;0.444109;100;0.194852;1;0.170251;1;1396.84;1;1395.71;100;0.444695;100;0.680038;100;0.000998416;100;none;cg;10.000000;2.5e-05;2.5e-05;0.1;2.5e-05;1;4;10;normal;;none;cg;76783616;4096;93171712;616095744;[3, 3, 3];4;74;296;none;gmres;0.0179795;6.02666e-10;tesla2-cpu;1445.43;1481;775;1480;480;1481;775;6667;296;
2021/1/19 23:21:28;argon-tesla2;opendihu 1.2, built Jan 19 2021, C++ 201402, GCC 11.0.0 20201227 (experimental);27;14;0.00443535;7;0.00733826;4;0.108288;4;0.0962258;400;0.368883;100;0.0494416;100;636.477;100;0.504328;3;0.5043;1;1.02698;100;0.000263678;100;1.329e-06;2;0.00076728;100;3.0791e-05;2;0.0;0;0.0;0;636.479;100;0.70302;1;2.316e-06;7;0.0380002;7;0.425942;100;0.0164667;1;636.483;209;636.482;200;449.588;800000;11.7676;360000;0.482535;100;0.192358;1;0.168516;1;1396.84;1;1395.71;100;0.483146;100;0.641841;100;0.000996576;100;none;cg;10.000000;2.5e-05;2.5e-05;0.1;2.5e-05;1;4;10;normal;;none;cg;76677120;4096;92778496;615989248;[3, 3, 3];4;74;296;none;gmres;0.0179795;6.02666e-10;tesla2-cpu;1445.6;1481;775;1480;480;1481;775;6667;296;
2021/1/19 23:21:28;argon-tesla2;opendihu 1.2, built Jan 19 2021, C++ 201402, GCC 11.0.0 20201227 (experimental);27;15;0.00443901;9;0.0295988;6;0.154326;6;0.0871267;600;0.336023;100;0.0474488;100;473.606;200;0.504348;5;0.504289;1;1.02699;100;0.256976;200;5.526e-06;4;0.0183225;200;0.000186474;5;0.000128387;1;0.131273;100;473.913;200;0.707063;1;2.926e-06;9;0.0401383;9;0.428865;100;0.0164601;1;473.917;313;473.916;300;743.6;800000;15.5838;360000;0.488504;100;0.271325;1;0.237527;1;1396.84;1;1395.37;100;0.8267;100;0.635065;100;0.00140952;100;none;cg;10.000000;2.5e-05;2.5e-05;0.1;2.5e-05;1;6;10;normal;;none;cg;97972224;4096;113172480;637284352;[3, 3, 3];6;74;296;none;gmres;0.0179795;6.02666e-10;tesla2-cpu;1445.49;1481;775;1480;480;1481;775;6667;296;
2021/1/19 23:21:28;argon-tesla2;opendihu 1.2, built Jan 19 2021, C++ 201402, GCC 11.0.0 20201227 (experimental);27;16;0.00442501;7;0.0140921;4;0.0762955;4;0.0912166;400;0.37426;100;0.0474089;100;610.474;200;0.50444;5;0.504382;1;1.02674;100;0.256541;200;7.996e-06;4;0.0183065;200;0.000192533;5;0.000126689;1;0.131349;100;610.781;200;0.707013;1;2.19e-06;7;0.0361227;7;0.427195;100;0.0164241;1;610.786;309;610.785;300;482.69;800000;9.9012;360000;0.484889;100;0.142393;1;0.125244;1;1396.84;1;1395.38;100;0.823207;100;0.638935;100;0.00104914;100;none;cg;10.000000;2.5e-05;2.5e-05;0.1;2.5e-05;1;4;10;normal;;none;cg;83628032;4096;99414016;622940160;[3, 3, 3];4;74;296;none;gmres;0.0179795;6.02666e-10;tesla2-cpu;1445.68;1481;775;1480;480;1481;775;6667;296;
2021/1/19 23:21:28;argon-tesla2;opendihu 1.2, built Jan 19 2021, C++ 201402, GCC 11.0.0 20201227 (experimental);27;17;0.00442662;7;0.00672982;4;0.102684;4;0.0707851;400;0.412844;100;0.0496295;100;467.23;200;0.504373;5;0.504321;1;1.02695;100;0.256646;200;6.224e-06;4;0.0184257;200;0.000173281;5;0.000129999;1;0.131361;100;467.527;200;0.792073;1;2.289e-06;7;0.040192;7;0.428706;100;0.0164472;1;467.531;309;467.53;300;353.63;800000;7.45949;360000;0.493128;100;0.181461;1;0.153508;1;1396.84;1;1395.39;100;0.821316;100;0.631512;100;0.00101115;100;none;cg;10.000000;2.5e-05;2.5e-05;0.1;2.5e-05;1;4;10;normal;;none;cg;83529728;4096;99233792;622841856;[3, 3, 3];4;74;296;none;gmres;0.0179795;6.02666e-10;tesla2-cpu;1445.36;1481;775;1480;480;1481;775;6667;296;
2021/1/19 23:21:28;argon-tesla2;opendihu 1.2, built Jan 19 2021, C++ 201402, GCC 11.0.0 20201227 (experimental);27;18;0.00444419;12;0.087634;9;0.1641;9;0.156336;900;0.216358;100;0.00147256;100;9.73359;100;0.504402;3;0.504349;1;1.03138;100;0.000450504;100;4.173e-06;2;0.00114164;100;9.8765e-05;2;0.0;0;0.0;0;9.73683;100;0.765536;1;3.905e-06;12;0.040684;12;0.428572;100;0.0164604;1;9.74049;219;9.73958;200;1148.47;800000;24.284;360000;0.448258;100;0.301334;1;0.265552;1;1396.84;1;1395.71;100;0.448899;100;0.674945;100;0.00165043;100;none;cg;10.000000;2.5e-05;2.5e-05;0.1;2.5e-05;1;9;10;normal;;none;cg;112320512;4096;127598592;651632640;[3, 3, 3];9;74;296;none;gmres;0.0179795;6.02666e-10;tesla2-cpu;1445.45;1481;775;1481;1480;480;1480;1481;775;1481;6667;296;
2021/1/19 23:21:28;argon-tesla2;opendihu 1.2, built Jan 19 2021, C++ 201402, GCC 11.0.0 20201227 (experimental);27;19;0.00443867;9;0.017681;6;0.117892;6;0.133435;600;0.315953;100;0.0464965;100;462.876;100;0.50437;3;0.504329;1;1.0269;100;0.000356393;100;2.65e-06;2;0.000877375;100;6.1285e-05;2;0.0;0;0.0;0;462.879;100;0.702913;1;2.605e-06;9;0.038254;9;0.42566;100;0.0164239;1;462.882;213;462.881;200;897.583;800000;20.0008;360000;0.443474;100;0.210068;1;0.183556;1;1396.84;1;1395.71;100;0.444008;100;0.680284;100;0.00131546;100;none;cg;10.000000;2.5e-05;2.5e-05;0.1;2.5e-05;1;6;10;normal;;none;cg;90796032;4096;105832448;630108160;[3, 3, 3];6;74;296;none;gmres;0.0179795;6.02666e-10;tesla2-cpu;1445.9;1481;775;1480;480;1481;775;6667;296;
2021/1/19 23:21:28;argon-tesla2;opendihu 1.2, built Jan 19 2021, C++ 201402, GCC 11.0.0 20201227 (experimental);27;20;0.0044353;9;0.0295362;6;0.165813;6;0.103767;600;0.319478;100;0.0486009;100;348.87;100;0.504397;3;0.504362;1;1.02703;100;0.00041918;100;1.879e-06;2;0.000973541;100;4.1697e-05;2;0.0;0;0.0;0;348.872;100;0.796904;1;3.28e-06;9;0.0406163;9;0.427431;100;0.0164619;1;348.876;213;348.875;200;855.816;800000;18.7587;360000;0.443;100;0.285517;1;0.250217;1;1396.84;1;1395.71;100;0.443684;100;0.681065;100;0.00119627;100;none;cg;10.000000;2.5e-05;2.5e-05;0.1;2.5e-05;1;6;10;normal;;none;cg;90849280;4096;105287680;630161408;[3, 3, 3];6;74;296;none;gmres;0.0179795;6.02666e-10;tesla2-cpu;1445.77;1481;775;1480;480;1481;775;6667;296;
