sse3_off_main 5 0 100 0.001023 0.000824 0.000164
sse3_off_main 5 0 100 0.001101 0.000900 0.000178
sse3_off_main 5 0 100 0.001010 0.000829 0.000159
sse3_off_main 5 0 100 0.001072 0.000878 0.000181
sse3_off_main 5 0 100 0.001041 0.000847 0.000176
sse3_off_main 5 0 100 0.001017 0.000817 0.000191
sse3_off_main 5 0 100 0.001041 0.000851 0.000177
sse3_off_main 5 0 100 0.001033 0.000838 0.000170
sse3_off_main 5 0 100 0.001056 0.000859 0.000186
sse3_off_main 5 0 100 0.001038 0.000849 0.000175
sse3_off_main 5 0 100 0.001015 0.000842 0.000148
sse3_off_main 5 0 200 0.002036 0.001637 0.000397
sse3_off_main 5 0 200 0.002011 0.001641 0.000318
sse3_off_main 5 0 200 0.002048 0.001671 0.000353
sse3_off_main 5 0 200 0.002110 0.001698 0.000380
sse3_off_main 5 0 200 0.002045 0.001667 0.000350
sse3_off_main 5 0 200 0.002006 0.001635 0.000347
sse3_off_main 5 0 200 0.002117 0.001750 0.000347
sse3_off_main 5 0 200 0.002013 0.001620 0.000386
sse3_off_main 5 0 200 0.002019 0.001635 0.000364
sse3_off_main 5 0 200 0.002011 0.001642 0.000331
sse3_off_main 5 0 200 0.002041 0.001654 0.000364
sse3_off_main 5 0 300 0.003040 0.002479 0.000515
sse3_off_main 5 0 300 0.003172 0.002569 0.000576
sse3_off_main 5 0 300 0.003019 0.002465 0.000517
sse3_off_main 5 0 300 0.003039 0.002468 0.000545
sse3_off_main 5 0 300 0.003042 0.002460 0.000555
sse3_off_main 5 0 300 0.003018 0.002437 0.000557
sse3_off_main 5 0 300 0.003057 0.002508 0.000543
sse3_off_main 5 0 300 0.003046 0.002475 0.000543
sse3_off_main 5 0 300 0.003012 0.002448 0.000511
sse3_off_main 5 0 300 0.003048 0.002472 0.000553
sse3_off_main 5 0 300 0.003008 0.002441 0.000521
sse3_off_main 5 0 400 0.004064 0.003320 0.000700
sse3_off_main 5 0 400 0.004012 0.003297 0.000673
sse3_off_main 5 0 400 0.004036 0.003296 0.000657
sse3_off_main 5 0 400 0.004024 0.003260 0.000725
sse3_off_main 5 0 400 0.004022 0.003275 0.000699
sse3_off_main 5 0 400 0.004015 0.003312 0.000626
sse3_off_main 5 0 400 0.004038 0.003293 0.000725
sse3_off_main 5 0 400 0.004037 0.003316 0.000696
sse3_off_main 5 0 400 0.004029 0.003293 0.000658
sse3_off_main 5 0 400 0.004012 0.003267 0.000679
sse3_off_main 5 0 400 0.004008 0.003252 0.000717
sse3_off_main 5 0 500 0.005022 0.004065 0.000890
sse3_off_main 5 0 500 0.005053 0.004183 0.000821
sse3_off_main 5 0 500 0.005120 0.004248 0.000745
sse3_off_main 5 0 500 0.005097 0.004162 0.000871
sse3_off_main 5 0 500 0.005033 0.004112 0.000858
sse3_off_main 5 0 500 0.005112 0.004182 0.000883
sse3_off_main 5 0 500 0.005024 0.004109 0.000851
sse3_off_main 5 0 500 0.005024 0.004087 0.000782
sse3_off_main 5 0 500 0.005059 0.004106 0.000852
sse3_off_main 5 0 500 0.005102 0.004179 0.000872
sse3_off_main 5 0 500 0.005149 0.004221 0.000864
sse3_off_main 5 0 600 0.006012 0.004889 0.001067
sse3_off_main 5 0 600 0.006029 0.004982 0.000989
sse3_off_main 5 0 600 0.006118 0.004996 0.001050
sse3_off_main 5 0 600 0.006153 0.004989 0.001092
sse3_off_main 5 0 600 0.006524 0.005325 0.001157
sse3_off_main 5 0 600 0.006084 0.004950 0.001057
sse3_off_main 5 0 600 0.006049 0.004874 0.001010
sse3_off_main 5 0 600 0.006121 0.004957 0.001094
sse3_off_main 5 0 600 0.006060 0.004904 0.001097
sse3_off_main 5 0 600 0.006060 0.004952 0.001054
sse3_off_main 5 0 600 0.006121 0.004955 0.001093
sse3_off_main 5 0 700 0.007133 0.005803 0.001212
sse3_off_main 5 0 700 0.007070 0.005791 0.001205
sse3_off_main 5 0 700 0.007020 0.005702 0.001146
sse3_off_main 5 0 700 0.007139 0.005808 0.001245
sse3_off_main 5 0 700 0.007061 0.005737 0.001215
sse3_off_main 5 0 700 0.007159 0.005825 0.001239
sse3_off_main 5 0 700 0.007123 0.005796 0.001233
sse3_off_main 5 0 700 0.007132 0.005857 0.001149
sse3_off_main 5 0 700 0.007081 0.005756 0.001231
sse3_off_main 5 0 700 0.007035 0.005701 0.001235
sse3_off_main 5 0 700 0.007058 0.005806 0.001156
sse3_off_main 5 0 800 0.008097 0.006530 0.001499
sse3_off_main 5 0 800 0.008017 0.006498 0.001430
sse3_off_main 5 0 800 0.008251 0.006697 0.001439
sse3_off_main 5 0 800 0.008181 0.006616 0.001450
sse3_off_main 5 0 800 0.008321 0.006738 0.001491
sse3_off_main 5 0 800 0.008196 0.006659 0.001478
sse3_off_main 5 0 800 0.008116 0.006612 0.001417
sse3_off_main 5 0 800 0.008106 0.006620 0.001394
sse3_off_main 5 0 800 0.008107 0.006606 0.001384
sse3_off_main 5 0 800 0.008490 0.006847 0.001604
sse3_off_main 5 0 800 0.008119 0.006612 0.001418
sse3_off_main 5 0 900 0.009140 0.007477 0.001576
sse3_off_main 5 0 900 0.009099 0.007441 0.001539
sse3_off_main 5 0 900 0.009170 0.007464 0.001618
sse3_off_main 5 0 900 0.009232 0.007495 0.001624
sse3_off_main 5 0 900 0.009112 0.007447 0.001536
sse3_off_main 5 0 900 0.009188 0.007492 0.001580
sse3_off_main 5 0 900 0.009171 0.007489 0.001578
sse3_off_main 5 0 900 0.009060 0.007443 0.001521
sse3_off_main 5 0 900 0.009102 0.007412 0.001552
sse3_off_main 5 0 900 0.009071 0.007385 0.001582
sse3_off_main 5 0 900 0.009103 0.007421 0.001567
sse3_off_main 5 0 1000 0.010040 0.008183 0.001757
sse3_off_main 5 0 1000 0.010043 0.008219 0.001709
sse3_off_main 5 0 1000 0.010127 0.008330 0.001694
sse3_off_main 5 0 1000 0.010132 0.008268 0.001727
sse3_off_main 5 0 1000 0.010122 0.008211 0.001773
sse3_off_main 5 0 1000 0.010018 0.008166 0.001712
sse3_off_main 5 0 1000 0.010091 0.008224 0.001768
sse3_off_main 5 0 1000 0.010053 0.008178 0.001788
sse3_off_main 5 0 1000 0.010121 0.008265 0.001743
sse3_off_main 5 0 1000 0.010443 0.008540 0.001777
sse3_off_main 5 0 1000 0.010249 0.008313 0.001819
sse3_off_main 5 0 1100 0.011380 0.009238 0.001991
sse3_off_main 5 0 1100 0.011407 0.009299 0.001982
sse3_off_main 5 0 1100 0.011225 0.009141 0.001922
sse3_off_main 5 0 1100 0.011175 0.009081 0.001996
sse3_off_main 5 0 1100 0.011111 0.009065 0.001860
sse3_off_main 5 0 1100 0.011181 0.009106 0.001927
sse3_off_main 5 0 1100 0.011134 0.009122 0.001858
sse3_off_main 5 0 1100 0.011127 0.009027 0.001914
sse3_off_main 5 0 1100 0.011086 0.009023 0.001924
sse3_off_main 5 0 1100 0.011133 0.009048 0.001875
sse3_off_main 5 0 1100 0.011109 0.009002 0.002030
sse3_off_main 5 0 1200 0.012165 0.009947 0.002062
sse3_off_main 5 0 1200 0.012142 0.009911 0.002044
sse3_off_main 5 0 1200 0.012021 0.009863 0.001962
sse3_off_main 5 0 1200 0.012117 0.009907 0.002041
sse3_off_main 5 0 1200 0.012112 0.009813 0.002142
sse3_off_main 5 0 1200 0.012307 0.010032 0.002116
sse3_off_main 5 0 1200 0.012131 0.009910 0.002063
sse3_off_main 5 0 1200 0.012075 0.009842 0.002072
sse3_off_main 5 0 1200 0.012074 0.009771 0.002120
sse3_off_main 5 0 1200 0.012098 0.009817 0.002104
sse3_off_main 5 0 1200 0.012035 0.009779 0.002132
sse3_off_main 5 0 1300 0.013132 0.010669 0.002323
sse3_off_main 5 0 1300 0.013012 0.010609 0.002275
sse3_off_main 5 0 1300 0.013143 0.010660 0.002245
sse3_off_main 5 0 1300 0.013096 0.010662 0.002254
sse3_off_main 5 0 1300 0.013161 0.010763 0.002274
sse3_off_main 5 0 1300 0.013089 0.010635 0.002302
sse3_off_main 5 0 1300 0.013160 0.010700 0.002297
sse3_off_main 5 0 1300 0.013126 0.010688 0.002296
sse3_off_main 5 0 1300 0.013214 0.010768 0.002292
sse3_off_main 5 0 1300 0.013052 0.010634 0.002252
sse3_off_main 5 0 1300 0.013379 0.010864 0.002339
sse3_off_main 5 0 1400 0.014038 0.011491 0.002335
sse3_off_main 5 0 1400 0.014109 0.011547 0.002386
sse3_off_main 5 0 1400 0.014139 0.011520 0.002429
sse3_off_main 5 0 1400 0.014208 0.011579 0.002441
sse3_off_main 5 0 1400 0.014117 0.011628 0.002195
sse3_off_main 5 0 1400 0.014058 0.011412 0.002535
sse3_off_main 5 0 1400 0.014162 0.011506 0.002445
sse3_off_main 5 0 1400 0.014244 0.011824 0.002280
sse3_off_main 5 0 1400 0.014266 0.011642 0.002446
sse3_off_main 5 0 1400 0.014184 0.011491 0.002583
sse3_off_main 5 0 1400 0.014065 0.011483 0.002349
sse3_off_main 5 0 1500 0.015232 0.012430 0.002609
