# timestamp;hostname;version;nRanks;rankNo;durationAssembleBoundaryConditions;n;durationInitCellml;n;durationParaviewOutput;n;durationReadGeometry;n;durationSetRightHandSide;n;durationSetStiffnessMatrix;n;durationSolve_implicitSolver;n;durationWriteOutput;n;duration_0D;n;duration_1D;n;duration_total;n;duration_total_advanceTimeSpan1;n;duration_total_advanceTimeSpan2;n;duration_total_transfer12;n;duration_total_transfer21;n;currentSimulationTime;dt_0D;dt_1D;dt_3D;endTime;exit;implicitSolver_preconditionerType;implicitSolver_solverType;memoryData;memoryPage;memoryResidentSet;memoryVirtual;nInstancesComputedGlobally;nIterations_implicitSolver;residualNorm_implicitSolver;scenarioName;totalUsertime;~nDofs1D;~nElements1D;~nNodes1D;nIterationsTotal_implicitSolver;
# timestamp;hostname;version;nRanks;rankNo;durationAssembleBoundaryConditions;n;durationInitCellml;n;durationParaviewOutput;n;durationReadGeometry;n;durationSetRightHandSide;n;durationSetStiffnessMatrix;n;durationSolve_implicitSolver;n;durationWriteOutput;n;duration_0D;n;duration_1D;n;duration_total;n;duration_total_advanceTimeSpan1;n;duration_total_advanceTimeSpan2;n;duration_total_transfer12;n;duration_total_transfer21;n;currentSimulationTime;dt_0D;dt_1D;dt_splitting;endTime;exit;implicitSolver_preconditionerType;implicitSolver_solverType;memoryData;memoryPage;memoryResidentSet;memoryVirtual;nInstancesComputedGlobally;nIterations_implicitSolver;residualNorm_implicitSolver;scenarioName;totalUsertime;~nDofs1D;~nElements1D;~nNodes1D;nIterationsTotal_implicitSolver;
2019/8/26 13:50:14;lapsgs05;opendihu 1.0, build Aug 26 2019 13:02:51, C++ 201402, GCC 7.4.0;1;0;2.07e-06;1;0.987852;1;0.510544;31;2.446e-06;1;1.82001e-07;1;0.000174008;1;0.541878;75000;0.574056;225003;36.147;300000;0.948733;150000;37.7052;1;36.2847;150000;1.05652;75000;0.0571898;75000;0.0402697;75000;30.000000;0.0002;0.0004;0.0004;30;normal;none;cg;113115136;4096;58085376;608546816;1;3;1.17692e-10;shorten;37.9;80;79;80;213574;
# timestamp;hostname;version;nRanks;rankNo;durationAssembleBoundaryConditions;n;durationInitCellml;n;durationParaviewOutput;n;durationReadGeometry;n;durationSetRightHandSide;n;durationSetStiffnessMatrix;n;durationSolve_implicitSolver;n;durationWriteOutput;n;duration_0D;n;duration_1D;n;duration_total;n;duration_total_advanceTimeSpan1;n;duration_total_advanceTimeSpan2;n;duration_total_transfer12;n;duration_total_transfer21;n;currentSimulationTime;dt_0D;dt_1D;dt_splitting;endTime;exit;implicitSolver_preconditionerType;implicitSolver_solverType;memoryData;memoryPage;memoryResidentSet;memoryVirtual;nInstancesComputedGlobally;nIterations_implicitSolver;residualNorm_implicitSolver;scenarioName;totalUsertime;~nDofs1D;~nElements1D;~nNodes1D;nIterationsTotal_implicitSolver;
2019/8/26 13:50:23;lapsgs05;opendihu 1.0, build Aug 26 2019 13:02:51, C++ 201402, GCC 7.4.0;1;0;1.726e-06;1;0.110577;1;0.509504;31;2.761e-06;1;1.69999e-07;1;0.000169938;1;0.415897;75000;0.558245;225003;5.98849;300000;0.736612;150000;7.2008;1;6.09418;150000;0.827217;75000;0.037127;75000;0.0347179;75000;30.000000;0.0002;0.0004;0.0004;30;normal;none;cg;113819648;4096;57929728;609255424;1;2;1.1105e-08;hodgkin_huxley;7.4;80;79;80;174455;
# timestamp;hostname;version;nRanks;rankNo;durationAssembleBoundaryConditions;n;durationInitCellml;n;durationParaviewOutput;n;durationReadGeometry;n;durationSetRightHandSide;n;durationSetStiffnessMatrix;n;durationSolve_implicitSolver;n;durationWriteOutput;n;duration_0D;n;duration_1D;n;duration_total;n;duration_total_advanceTimeSpan1;n;duration_total_advanceTimeSpan2;n;duration_total_transfer12;n;duration_total_transfer21;n;currentSimulationTime;dt_0D;dt_1D;dt_splitting;endTime;exit;implicitSolver_preconditionerType;implicitSolver_solverType;memoryData;memoryPage;memoryResidentSet;memoryVirtual;nInstancesComputedGlobally;nIterations_implicitSolver;residualNorm_implicitSolver;scenarioName;totalUsertime;~nDofs1D;~nElements1D;~nNodes1D;nIterationsTotal_implicitSolver;
2019/8/26 13:51:37;lapsgs05;opendihu 1.0, build Aug 26 2019 13:02:51, C++ 201402, GCC 7.4.0;1;0;2.305e-06;1;1.05806;1;0.516116;31;2.152e-06;1;1.67998e-07;1;0.000260166;1;0.567161;75000;0.580171;225003;70.2691;300000;0.972555;150000;71.8349;1;70.4037;150000;1.08959;75000;0.0500606;75000;0.0404484;75000;30.000000;0.0002;0.0004;0.0004;30;normal;none;cg;113434624;4096;57634816;608866304;1;2;6.99571e-08;shorten;72.08;160;159;160;212347;
# timestamp;hostname;version;nRanks;rankNo;durationAssembleBoundaryConditions;n;durationInitCellml;n;durationParaviewOutput;n;durationReadGeometry;n;durationSetRightHandSide;n;durationSetStiffnessMatrix;n;durationSolve_implicitSolver;n;durationWriteOutput;n;duration_0D;n;duration_1D;n;duration_total;n;duration_total_advanceTimeSpan1;n;duration_total_advanceTimeSpan2;n;duration_total_transfer12;n;duration_total_transfer21;n;currentSimulationTime;dt_0D;dt_1D;dt_splitting;endTime;exit;implicitSolver_preconditionerType;implicitSolver_solverType;memoryData;memoryPage;memoryResidentSet;memoryVirtual;nInstancesComputedGlobally;nIterations_implicitSolver;residualNorm_implicitSolver;scenarioName;totalUsertime;~nDofs1D;~nElements1D;~nNodes1D;nIterationsTotal_implicitSolver;
2019/8/26 13:51:50;lapsgs05;opendihu 1.0, build Aug 26 2019 13:02:51, C++ 201402, GCC 7.4.0;1;0;1.924e-06;1;0.107706;1;0.509975;31;2.177e-06;1;1.64e-07;1;0.000225686;1;0.435088;75000;0.558351;225003;11.105;300000;0.744828;150000;12.2864;1;11.2044;150000;0.831158;75000;0.0355721;75000;0.0324637;75000;30.000000;0.0002;0.0004;0.0004;30;normal;none;cg;113893376;4096;58716160;609329152;1;2;1.64685e-08;hodgkin_huxley;12.49;160;159;160;175993;
# timestamp;hostname;version;nRanks;rankNo;durationAssembleBoundaryConditions;n;durationInitCellml;n;durationParaviewOutput;n;durationReadGeometry;n;durationSetRightHandSide;n;durationSetStiffnessMatrix;n;durationSolve_implicitSolver;n;durationWriteOutput;n;duration_0D;n;duration_1D;n;duration_total;n;duration_total_advanceTimeSpan1;n;duration_total_advanceTimeSpan2;n;duration_total_transfer12;n;duration_total_transfer21;n;currentSimulationTime;dt_0D;dt_1D;dt_splitting;endTime;exit;implicitSolver_preconditionerType;implicitSolver_solverType;memoryData;memoryPage;memoryResidentSet;memoryVirtual;nInstancesComputedGlobally;nIterations_implicitSolver;residualNorm_implicitSolver;scenarioName;totalUsertime;~nDofs1D;~nElements1D;~nNodes1D;nIterationsTotal_implicitSolver;
2019/8/26 13:53:42;lapsgs05;opendihu 1.0, build Aug 26 2019 13:02:51, C++ 201402, GCC 7.4.0;1;0;1.41e-06;1;0.98428;1;0.509794;31;2.7e-06;1;1.23e-07;1;0.000266061;1;0.622637;75000;0.565346;225003;108.189;300000;1.0355;150000;109.803;1;108.324;150000;1.13656;75000;0.0431538;75000;0.0350324;75000;30.000000;0.0002;0.0004;0.0004;30;normal;none;cg;113807360;4096;58454016;609239040;1;2;9.29873e-08;shorten;110.06;240;239;240;212875;
# timestamp;hostname;version;nRanks;rankNo;durationAssembleBoundaryConditions;n;durationInitCellml;n;durationParaviewOutput;n;durationReadGeometry;n;durationSetRightHandSide;n;durationSetStiffnessMatrix;n;durationSolve_implicitSolver;n;durationWriteOutput;n;duration_0D;n;duration_1D;n;duration_total;n;duration_total_advanceTimeSpan1;n;duration_total_advanceTimeSpan2;n;duration_total_transfer12;n;duration_total_transfer21;n;currentSimulationTime;dt_0D;dt_1D;dt_splitting;endTime;exit;implicitSolver_preconditionerType;implicitSolver_solverType;memoryData;memoryPage;memoryResidentSet;memoryVirtual;nInstancesComputedGlobally;nIterations_implicitSolver;residualNorm_implicitSolver;scenarioName;totalUsertime;~nDofs1D;~nElements1D;~nNodes1D;nIterationsTotal_implicitSolver;
2019/8/26 13:54:02;lapsgs05;opendihu 1.0, build Aug 26 2019 13:02:51, C++ 201402, GCC 7.4.0;1;0;2.12e-06;1;0.108018;1;0.51033;31;2.104e-06;1;1.16997e-07;1;0.000313706;1;0.520054;75000;0.558739;225003;16.557;300000;0.857675;150000;17.8523;1;16.6544;150000;0.943989;75000;0.0360834;75000;0.0291322;75000;30.000000;0.0002;0.0004;0.0004;30;normal;none;cg;113033216;4096;57425920;608468992;1;2;2.05966e-08;hodgkin_huxley;18.06;240;239;240;176429;
# timestamp;hostname;version;nRanks;rankNo;durationAssembleBoundaryConditions;n;durationInitCellml;n;durationParaviewOutput;n;durationReadGeometry;n;durationSetRightHandSide;n;durationSetStiffnessMatrix;n;durationSolve_implicitSolver;n;durationWriteOutput;n;duration_0D;n;duration_1D;n;duration_total;n;duration_total_advanceTimeSpan1;n;duration_total_advanceTimeSpan2;n;duration_total_transfer12;n;duration_total_transfer21;n;currentSimulationTime;dt_0D;dt_1D;dt_splitting;endTime;exit;implicitSolver_preconditionerType;implicitSolver_solverType;memoryData;memoryPage;memoryResidentSet;memoryVirtual;nInstancesComputedGlobally;nIterations_implicitSolver;residualNorm_implicitSolver;scenarioName;totalUsertime;~nDofs1D;~nElements1D;~nNodes1D;nIterationsTotal_implicitSolver;
2019/8/26 13:56:24;lapsgs05;opendihu 1.0, build Aug 26 2019 13:02:51, C++ 201402, GCC 7.4.0;1;0;3.075e-06;1;0.97308;1;0.516808;31;2.922e-06;1;1.42001e-07;1;0.0003154;1;0.797282;75000;0.573539;225003;137.845;300000;1.27069;150000;139.737;1;137.988;150000;1.38188;75000;0.0492611;75000;0.0365922;75000;30.000000;0.0002;0.0004;0.0004;30;normal;none;cg;114315264;4096;58425344;609746944;1;2;1.11555e-07;shorten;139.95;320;319;320;249574;
# timestamp;hostname;version;nRanks;rankNo;durationAssembleBoundaryConditions;n;durationInitCellml;n;durationParaviewOutput;n;durationReadGeometry;n;durationSetRightHandSide;n;durationSetStiffnessMatrix;n;durationSolve_implicitSolver;n;durationWriteOutput;n;duration_0D;n;duration_1D;n;duration_total;n;duration_total_advanceTimeSpan1;n;duration_total_advanceTimeSpan2;n;duration_total_transfer12;n;duration_total_transfer21;n;currentSimulationTime;dt_0D;dt_1D;dt_splitting;endTime;exit;implicitSolver_preconditionerType;implicitSolver_solverType;memoryData;memoryPage;memoryResidentSet;memoryVirtual;nInstancesComputedGlobally;nIterations_implicitSolver;residualNorm_implicitSolver;scenarioName;totalUsertime;~nDofs1D;~nElements1D;~nNodes1D;nIterationsTotal_implicitSolver;
2019/8/26 13:56:48;lapsgs05;opendihu 1.0, build Aug 26 2019 13:02:51, C++ 201402, GCC 7.4.0;1;0;1.901e-06;1;0.103671;1;0.510638;31;2.755e-06;1;1.68999e-07;1;0.000372248;1;0.569907;75000;0.567203;225003;21.9568;300000;0.93256;150000;23.3616;1;22.061;150000;1.02896;75000;0.038058;75000;0.0348669;75000;30.000000;0.0002;0.0004;0.0004;30;normal;none;cg;113033216;4096;57942016;608468992;1;2;2.42625e-08;hodgkin_huxley;23.55;320;319;320;177169;
# timestamp;hostname;version;nRanks;rankNo;durationAssembleBoundaryConditions;n;durationInitCellml;n;durationParaviewOutput;n;durationReadGeometry;n;durationSetRightHandSide;n;durationSetStiffnessMatrix;n;durationSolve_implicitSolver;n;durationWriteOutput;n;duration_0D;n;duration_1D;n;duration_total;n;duration_total_advanceTimeSpan1;n;duration_total_advanceTimeSpan2;n;duration_total_transfer12;n;duration_total_transfer21;n;currentSimulationTime;dt_0D;dt_1D;dt_splitting;endTime;exit;implicitSolver_preconditionerType;implicitSolver_solverType;memoryData;memoryPage;memoryResidentSet;memoryVirtual;nInstancesComputedGlobally;nIterations_implicitSolver;residualNorm_implicitSolver;scenarioName;totalUsertime;~nDofs1D;~nElements1D;~nNodes1D;nIterationsTotal_implicitSolver;
2019/8/26 13:59:44;lapsgs05;opendihu 1.0, build Aug 26 2019 13:02:51, C++ 201402, GCC 7.4.0;1;0;1.581e-06;1;0.0230088;1;0.51113;31;2.658e-06;1;1.3e-07;1;0.000471034;1;0.896056;75000;0.571758;225003;172.148;300000;1.38799;150000;174.135;1;172.285;150000;1.49624;75000;0.0516986;75000;0.036864;75000;30.000000;0.0002;0.0004;0.0004;30;normal;none;cg;114810880;4096;59035648;610242560;1;2;1.31898e-07;shorten;174.34;400;399;400;250762;
# timestamp;hostname;version;nRanks;rankNo;durationAssembleBoundaryConditions;n;durationInitCellml;n;durationParaviewOutput;n;durationReadGeometry;n;durationSetRightHandSide;n;durationSetStiffnessMatrix;n;durationSolve_implicitSolver;n;durationWriteOutput;n;duration_0D;n;duration_1D;n;duration_total;n;duration_total_advanceTimeSpan1;n;duration_total_advanceTimeSpan2;n;duration_total_transfer12;n;duration_total_transfer21;n;currentSimulationTime;dt_0D;dt_1D;dt_splitting;endTime;exit;implicitSolver_preconditionerType;implicitSolver_solverType;memoryData;memoryPage;memoryResidentSet;memoryVirtual;nInstancesComputedGlobally;nIterations_implicitSolver;residualNorm_implicitSolver;scenarioName;totalUsertime;~nDofs1D;~nElements1D;~nNodes1D;nIterationsTotal_implicitSolver;
2019/8/26 14:00:14;lapsgs05;opendihu 1.0, build Aug 26 2019 13:02:51, C++ 201402, GCC 7.4.0;1;0;7.256e-06;1;0.00650842;1;0.510384;31;2.528e-06;1;2.07001e-07;1;0.000416888;1;0.64516;75000;0.562794;225003;27.3766;300000;1.035;150000;28.8713;1;27.4782;150000;1.12598;75000;0.037209;75000;0.0335426;75000;30.000000;0.0002;0.0004;0.0004;30;normal;none;cg;113041408;4096;57577472;608477184;1;2;2.76081e-08;hodgkin_huxley;29.07;400;399;400;182067;
# timestamp;hostname;version;nRanks;rankNo;durationAssembleBoundaryConditions;n;durationInitCellml;n;durationParaviewOutput;n;durationReadGeometry;n;durationSetRightHandSide;n;durationSetStiffnessMatrix;n;durationSolve_implicitSolver;n;durationWriteOutput;n;duration_0D;n;duration_1D;n;duration_total;n;duration_total_advanceTimeSpan1;n;duration_total_advanceTimeSpan2;n;duration_total_transfer12;n;duration_total_transfer21;n;currentSimulationTime;dt_0D;dt_1D;dt_splitting;endTime;exit;implicitSolver_preconditionerType;implicitSolver_solverType;memoryData;memoryPage;memoryResidentSet;memoryVirtual;nInstancesComputedGlobally;nIterations_implicitSolver;residualNorm_implicitSolver;scenarioName;totalUsertime;~nDofs1D;~nElements1D;~nNodes1D;nIterationsTotal_implicitSolver;
2019/8/26 14:03:43;lapsgs05;opendihu 1.0, build Aug 26 2019 13:02:51, C++ 201402, GCC 7.4.0;1;0;1.663e-06;1;0.0114818;1;0.51185;31;2.041e-06;1;1.16001e-07;1;0.000509735;1;1.01364;75000;0.578779;225003;206.437;300000;1.51108;150000;208.544;1;206.579;150000;1.61734;75000;0.0490854;75000;0.0351154;75000;30.000000;0.0002;0.0004;0.0004;30;normal;none;cg;115187712;4096;59457536;610619392;1;2;1.61594e-07;shorten;208.73;480;479;480;252152;
# timestamp;hostname;version;nRanks;rankNo;durationAssembleBoundaryConditions;n;durationInitCellml;n;durationParaviewOutput;n;durationReadGeometry;n;durationSetRightHandSide;n;durationSetStiffnessMatrix;n;durationSolve_implicitSolver;n;durationWriteOutput;n;duration_0D;n;duration_1D;n;duration_total;n;duration_total_advanceTimeSpan1;n;duration_total_advanceTimeSpan2;n;duration_total_transfer12;n;duration_total_transfer21;n;currentSimulationTime;dt_0D;dt_1D;dt_splitting;endTime;exit;implicitSolver_preconditionerType;implicitSolver_solverType;memoryData;memoryPage;memoryResidentSet;memoryVirtual;nInstancesComputedGlobally;nIterations_implicitSolver;residualNorm_implicitSolver;scenarioName;totalUsertime;~nDofs1D;~nElements1D;~nNodes1D;nIterationsTotal_implicitSolver;
2019/8/26 14:04:19;lapsgs05;opendihu 1.0, build Aug 26 2019 13:02:51, C++ 201402, GCC 7.4.0;1;0;1.504e-06;1;0.00635349;1;0.510747;31;2.447e-06;1;1.48e-07;1;0.000436829;1;0.752473;75000;0.570219;225003;32.8197;300000;1.16835;150000;34.4718;1;32.9286;150000;1.26936;75000;0.0384363;75000;0.0349405;75000;30.000000;0.0002;0.0004;0.0004;30;normal;none;cg;113029120;4096;57704448;608464896;1;2;3.06752e-08;hodgkin_huxley;34.68;480;479;480;185743;
# timestamp;hostname;version;nRanks;rankNo;durationAssembleBoundaryConditions;n;durationInitCellml;n;durationParaviewOutput;n;durationReadGeometry;n;durationSetRightHandSide;n;durationSetStiffnessMatrix;n;durationSolve_implicitSolver;n;durationWriteOutput;n;duration_0D;n;duration_1D;n;duration_total;n;duration_total_advanceTimeSpan1;n;duration_total_advanceTimeSpan2;n;duration_total_transfer12;n;duration_total_transfer21;n;currentSimulationTime;dt_0D;dt_1D;dt_splitting;endTime;exit;implicitSolver_preconditionerType;implicitSolver_solverType;memoryData;memoryPage;memoryResidentSet;memoryVirtual;nInstancesComputedGlobally;nIterations_implicitSolver;residualNorm_implicitSolver;scenarioName;totalUsertime;~nDofs1D;~nElements1D;~nNodes1D;nIterationsTotal_implicitSolver;
2019/8/26 14:08:31;lapsgs05;opendihu 1.0, build Aug 26 2019 13:02:51, C++ 201402, GCC 7.4.0;1;0;1.862e-06;1;0.936125;1;0.518311;31;2.426e-06;1;1.78003e-07;1;0.000529984;1;1.18587;75000;0.591855;225003;247.662;300000;1.782;150000;250.144;1;247.82;150000;1.91249;75000;0.0593463;75000;0.0451075;75000;30.000000;0.0002;0.0004;0.0004;30;normal;none;cg;115679232;4096;60137472;611110912;1;3;2.98782e-09;shorten;250.24;560;559;560;256958;
# timestamp;hostname;version;nRanks;rankNo;durationAssembleBoundaryConditions;n;durationInitCellml;n;durationParaviewOutput;n;durationReadGeometry;n;durationSetRightHandSide;n;durationSetStiffnessMatrix;n;durationSolve_implicitSolver;n;durationWriteOutput;n;duration_0D;n;duration_1D;n;duration_total;n;duration_total_advanceTimeSpan1;n;duration_total_advanceTimeSpan2;n;duration_total_transfer12;n;duration_total_transfer21;n;currentSimulationTime;dt_0D;dt_1D;dt_splitting;endTime;exit;implicitSolver_preconditionerType;implicitSolver_solverType;memoryData;memoryPage;memoryResidentSet;memoryVirtual;nInstancesComputedGlobally;nIterations_implicitSolver;residualNorm_implicitSolver;scenarioName;totalUsertime;~nDofs1D;~nElements1D;~nNodes1D;nIterationsTotal_implicitSolver;
2019/8/26 14:09:13;lapsgs05;opendihu 1.0, build Aug 26 2019 13:02:51, C++ 201402, GCC 7.4.0;1;0;2.293e-06;1;0.0931743;1;0.510548;31;2.262e-06;1;2.14e-07;1;0.000598245;1;0.838156;75000;0.572705;225003;38.3041;300000;1.30137;150000;40.1098;1;38.4128;150000;1.40417;75000;0.0442394;75000;0.0344627;75000;30.000000;0.0002;0.0004;0.0004;30;normal;none;cg;113041408;4096;57348096;608477184;1;2;3.35094e-08;hodgkin_huxley;40.3;560;559;560;187089;
# timestamp;hostname;version;nRanks;rankNo;durationAssembleBoundaryConditions;n;durationInitCellml;n;durationParaviewOutput;n;durationReadGeometry;n;durationSetRightHandSide;n;durationSetStiffnessMatrix;n;durationSolve_implicitSolver;n;durationWriteOutput;n;duration_0D;n;duration_1D;n;duration_total;n;duration_total_advanceTimeSpan1;n;duration_total_advanceTimeSpan2;n;duration_total_transfer12;n;duration_total_transfer21;n;currentSimulationTime;dt_0D;dt_1D;dt_splitting;endTime;exit;implicitSolver_preconditionerType;implicitSolver_solverType;memoryData;memoryPage;memoryResidentSet;memoryVirtual;nInstancesComputedGlobally;nIterations_implicitSolver;residualNorm_implicitSolver;scenarioName;totalUsertime;~nDofs1D;~nElements1D;~nNodes1D;nIterationsTotal_implicitSolver;
2019/8/26 14:13:57;lapsgs05;opendihu 1.0, build Aug 26 2019 13:02:51, C++ 201402, GCC 7.4.0;1;0;2.092e-06;1;0.93094;1;0.511698;31;2.503e-06;1;1.84998e-07;1;0.000571656;1;1.04424;75000;0.596924;225003;279.349;300000;1.76588;150000;281.902;1;279.532;150000;1.90404;75000;0.0719169;75000;0.0468816;75000;30.000000;0.0002;0.0004;0.0004;30;normal;none;cg;116027392;4096;60235776;611459072;1;2;3.10305e-08;shorten;282.05;640;639;640;147185;
# timestamp;hostname;version;nRanks;rankNo;durationAssembleBoundaryConditions;n;durationInitCellml;n;durationParaviewOutput;n;durationReadGeometry;n;durationSetRightHandSide;n;durationSetStiffnessMatrix;n;durationSolve_implicitSolver;n;durationWriteOutput;n;duration_0D;n;duration_1D;n;duration_total;n;duration_total_advanceTimeSpan1;n;duration_total_advanceTimeSpan2;n;duration_total_transfer12;n;duration_total_transfer21;n;currentSimulationTime;dt_0D;dt_1D;dt_splitting;endTime;exit;implicitSolver_preconditionerType;implicitSolver_solverType;memoryData;memoryPage;memoryResidentSet;memoryVirtual;nInstancesComputedGlobally;nIterations_implicitSolver;residualNorm_implicitSolver;scenarioName;totalUsertime;~nDofs1D;~nElements1D;~nNodes1D;nIterationsTotal_implicitSolver;
2019/8/26 14:14:45;lapsgs05;opendihu 1.0, build Aug 26 2019 13:02:51, C++ 201402, GCC 7.4.0;1;0;1.853e-06;1;0.107698;1;0.511431;31;2.594e-06;1;1.76002e-07;1;0.000604745;1;1.04555;75000;0.579729;225003;44.6666;300000;1.63145;150000;46.8902;1;44.795;150000;1.74476;75000;0.0486555;75000;0.0407279;75000;30.000000;0.0002;0.0004;0.0004;30;normal;none;cg;113893376;4096;58642432;609329152;1;2;3.61478e-08;hodgkin_huxley;47.11;640;639;640;188923;
# timestamp;hostname;version;nRanks;rankNo;durationAssembleBoundaryConditions;n;durationInitCellml;n;durationParaviewOutput;n;durationReadGeometry;n;durationSetRightHandSide;n;durationSetStiffnessMatrix;n;durationSolve_implicitSolver;n;durationWriteOutput;n;duration_0D;n;duration_1D;n;duration_total;n;duration_total_advanceTimeSpan1;n;duration_total_advanceTimeSpan2;n;duration_total_transfer12;n;duration_total_transfer21;n;currentSimulationTime;dt_0D;dt_1D;dt_splitting;endTime;exit;implicitSolver_preconditionerType;implicitSolver_solverType;memoryData;memoryPage;memoryResidentSet;memoryVirtual;nInstancesComputedGlobally;nIterations_implicitSolver;residualNorm_implicitSolver;scenarioName;totalUsertime;~nDofs1D;~nElements1D;~nNodes1D;nIterationsTotal_implicitSolver;
2019/8/26 14:20:19;lapsgs05;opendihu 1.0, build Aug 26 2019 13:02:51, C++ 201402, GCC 7.4.0;1;0;1.539e-06;1;0.00966021;1;0.512848;31;2.567e-06;1;1.73997e-07;1;0.000730695;1;1.53379;75000;0.648587;225003;328.295;300000;2.70168;150000;332.31;1;328.623;150000;2.89594;75000;0.135901;75000;0.084632;75000;30.000000;0.0002;0.0004;0.0004;30;normal;none;cg;116547584;4096;60850176;611979264;1;2;3.23149e-08;shorten;332.37;720;719;720;145854;
# timestamp;hostname;version;nRanks;rankNo;durationAssembleBoundaryConditions;n;durationInitCellml;n;durationParaviewOutput;n;durationReadGeometry;n;durationSetRightHandSide;n;durationSetStiffnessMatrix;n;durationSolve_implicitSolver;n;durationWriteOutput;n;duration_0D;n;duration_1D;n;duration_total;n;duration_total_advanceTimeSpan1;n;duration_total_advanceTimeSpan2;n;duration_total_transfer12;n;duration_total_transfer21;n;currentSimulationTime;dt_0D;dt_1D;dt_splitting;endTime;exit;implicitSolver_preconditionerType;implicitSolver_solverType;memoryData;memoryPage;memoryResidentSet;memoryVirtual;nInstancesComputedGlobally;nIterations_implicitSolver;residualNorm_implicitSolver;scenarioName;totalUsertime;~nDofs1D;~nElements1D;~nNodes1D;nIterationsTotal_implicitSolver;
2019/8/26 14:21:14;lapsgs05;opendihu 1.0, build Aug 26 2019 13:02:51, C++ 201402, GCC 7.4.0;1;0;1.913e-06;1;0.0154202;1;0.519216;31;2.455e-06;1;2.09002e-07;1;0.000655938;1;1.27733;75000;0.600352;225003;51.5071;300000;2.03329;150000;54.258;1;51.6555;150000;2.17014;75000;0.0646207;75000;0.0471657;75000;30.000000;0.0002;0.0004;0.0004;30;normal;none;cg;113176576;4096;57839616;608612352;1;2;3.86183e-08;hodgkin_huxley;54.41;720;719;720;189799;
# timestamp;hostname;version;nRanks;rankNo;durationAssembleBoundaryConditions;n;durationInitCellml;n;durationParaviewOutput;n;durationReadGeometry;n;durationSetRightHandSide;n;durationSetStiffnessMatrix;n;durationSolve_implicitSolver;n;durationWriteOutput;n;duration_0D;n;duration_1D;n;duration_total;n;duration_total_advanceTimeSpan1;n;duration_total_advanceTimeSpan2;n;duration_total_transfer12;n;duration_total_transfer21;n;currentSimulationTime;dt_0D;dt_1D;dt_splitting;endTime;exit;implicitSolver_preconditionerType;implicitSolver_solverType;memoryData;memoryPage;memoryResidentSet;memoryVirtual;nInstancesComputedGlobally;nIterations_implicitSolver;residualNorm_implicitSolver;scenarioName;totalUsertime;~nDofs1D;~nElements1D;~nNodes1D;nIterationsTotal_implicitSolver;
2019/8/26 14:27:41;lapsgs05;opendihu 1.0, build Aug 26 2019 13:02:51, C++ 201402, GCC 7.4.0;1;0;1.474e-06;1;0.0110435;1;0.51368;31;2.463e-06;1;1.29003e-07;1;0.000678509;1;1.88479;75000;0.680147;225003;380.291;300000;3.45158;150000;385.449;1;380.698;150000;3.6857;75000;0.15863;75000;0.104066;75000;30.000000;0.0002;0.0004;0.0004;30;normal;none;cg;117329920;4096;61517824;612761600;1;2;3.42271e-08;shorten;385.28;800;799;800;145920;
# timestamp;hostname;version;nRanks;rankNo;durationAssembleBoundaryConditions;n;durationInitCellml;n;durationParaviewOutput;n;durationReadGeometry;n;durationSetRightHandSide;n;durationSetStiffnessMatrix;n;durationSolve_implicitSolver;n;durationWriteOutput;n;duration_0D;n;duration_1D;n;duration_total;n;duration_total_advanceTimeSpan1;n;duration_total_advanceTimeSpan2;n;duration_total_transfer12;n;duration_total_transfer21;n;currentSimulationTime;dt_0D;dt_1D;dt_splitting;endTime;exit;implicitSolver_preconditionerType;implicitSolver_solverType;memoryData;memoryPage;memoryResidentSet;memoryVirtual;nInstancesComputedGlobally;nIterations_implicitSolver;residualNorm_implicitSolver;scenarioName;totalUsertime;~nDofs1D;~nElements1D;~nNodes1D;nIterationsTotal_implicitSolver;
2019/8/26 14:28:44;lapsgs05;opendihu 1.0, build Aug 26 2019 13:02:51, C++ 201402, GCC 7.4.0;1;0;2.029e-06;1;0.0189989;1;0.512418;31;2.425e-06;1;2.13997e-07;1;0.000718571;1;1.47131;75000;0.606313;225003;58.8889;300000;2.35867;150000;62.0754;1;59.073;150000;2.5038;75000;0.0715185;75000;0.054826;75000;30.000000;0.0002;0.0004;0.0004;30;normal;none;cg;113573888;4096;58556416;609009664;1;2;4.09404e-08;hodgkin_huxley;62.22;800;799;800;190518;
# timestamp;hostname;version;nRanks;rankNo;durationAssembleBoundaryConditions;n;durationInitCellml;n;durationParaviewOutput;n;durationReadGeometry;n;durationSetRightHandSide;n;durationSetStiffnessMatrix;n;durationSolve_implicitSolver;n;durationWriteOutput;n;duration_0D;n;duration_1D;n;duration_total;n;duration_total_advanceTimeSpan1;n;duration_total_advanceTimeSpan2;n;duration_total_transfer12;n;duration_total_transfer21;n;currentSimulationTime;dt_0D;dt_1D;dt_splitting;endTime;exit;exit_signal;implicitSolver_preconditionerType;implicitSolver_solverType;memoryData;memoryPage;memoryResidentSet;memoryVirtual;nInstancesComputedGlobally;nIterations_implicitSolver;residualNorm_implicitSolver;scenarioName;totalUsertime;~nDofs1D;~nElements1D;~nNodes1D;nIterationsTotal_implicitSolver;
